invoiceNumber,organizationId,invoiceId,customerId,accountId,exchangeRate,dueDate,PaymentTermsCode,distributionChanel,totalAmount,totalAmountBase,totalTax,totalTaxBase,transactionCurrencyId,invoiceDate,postingDate,correctedInvoiceId,correctionDate,salesChannel 
645,800,543,191,23,58,2016/11/27,2,Stucco Mason,73,73,73,8,408,2016/12/13,2015/03/18,2,0,b9b468d6-112b-4a55-92e8-47cbbfbc2d02
744,285,294,707,48,63,2018/11/22,4,Millwright,75,75,75,1,250,2016/01/11,2018/06/04,4,1,f4399b17-9c9c-491e-a67b-37f4e9193fd5
786,534,226,121,634,94,2018/10/08,9,Carpenter,52,52,52,14,887,2015/06/23,2015/05/03,9,1,613f1516-3b53-4128-8b65-6a5bbeaca931
227,681,658,291,339,19,2016/12/22,0,Pipefitter,87,87,87,15,84,2017/08/24,2017/09/11,0,1,99fd7cda-9c8b-4b25-90cd-e3ceae6449a0
519,91,42,516,151,81,2017/05/03,6,Concrete Finisher,12,12,12,8,656,2016/06/11,2018/06/12,6,1,9692d2e0-e488-4714-bb04-03079d575059
50,948,454,223,389,18,2016/03/15,6,Carpenter,74,74,74,22,690,2016/11/06,2016/10/17,6,1,8bf73c08-4cd9-47d9-b807-5a82136a35f3
716,693,250,30,53,88,2017/10/03,5,Brickmason,39,39,39,25,656,2015/12/29,2017/10/05,5,0,17593786-c3d9-4c06-9efc-bf6acd2e5835
764,880,715,49,575,71,2018/03/18,9,Boilermaker,42,42,42,20,96,2018/07/20,2017/05/12,9,0,3938f16a-fee5-4bfb-84d3-c09639a91196
219,683,400,519,267,85,2018/07/03,1,Pipefitter,79,79,79,37,842,2015/07/20,2018/06/22,1,1,e1c8d5f4-37dc-4845-b994-69d5d353f915
969,873,863,58,656,55,2018/01/26,9,Waterproofer,97,97,97,29,328,2017/02/21,2015/03/29,9,1,b1345e3b-f86b-4c88-b421-345a8bd5dae9
224,536,608,192,642,85,2016/04/18,0,Welder,57,57,57,34,714,2018/07/24,2017/03/24,0,0,a31080c6-36b8-4651-a4b7-ba10b2e879b9
150,803,83,323,11,30,2017/02/09,2,Boilermaker,94,94,94,20,341,2016/11/03,2015/07/21,2,1,62a2def4-0fd6-48c2-90ec-a4bbdae8c9d5
543,885,200,118,573,82,2016/12/24,7,Cement Mason,86,86,86,36,194,2016/08/23,2018/03/01,7,1,6397adc5-5947-4fbe-ba4e-b4982e476870
278,841,407,315,901,26,2016/07/31,3,Plumber,33,33,33,30,139,2018/09/10,2015/10/05,3,1,1d581a76-6fef-4b78-a270-82db0fd8d2e2
827,794,314,330,467,22,2017/09/22,8,Terrazzo,2,2,2,37,914,2015/06/15,2017/09/24,8,1,23cda518-cb63-4e0a-905f-00626f6dbefb
815,36,544,325,21,61,2018/11/17,8,Boilermaker,80,80,80,14,478,2015/07/08,2015/09/08,8,0,76cc32c0-4309-4516-9a6c-284a4429c974
809,679,638,803,464,62,2018/05/31,6,HVAC,2,2,2,46,173,2015/03/06,2017/06/19,6,0,593a42bd-d0b0-4ade-81d1-03647644f539
800,122,989,873,220,68,2017/10/11,5,Equipment Operator,35,35,35,37,583,2015/01/25,2015/05/20,5,0,a10e85bf-4e7a-41e0-be3c-1d22f5f93a42
943,835,207,715,941,69,2016/06/23,9,Carpenter,82,82,82,19,887,2018/08/28,2018/02/08,9,1,7082c7e6-3209-4145-9aab-6045789c7dc7
925,362,395,364,314,7,2017/05/28,6,Landscaper,9,9,9,37,575,2017/03/01,2018/06/12,6,0,7bb65d08-5521-4b1b-b481-2a44c4081f27
511,891,994,543,65,2,2016/10/08,2,Carpenter,18,18,18,8,340,2016/12/18,2018/07/15,2,1,5613d181-04dc-4eb8-88ee-eb586fb11f74
21,162,566,141,825,37,2017/10/23,3,Equipment Operator,51,51,51,20,102,2015/08/31,2015/10/03,3,0,efaebd45-f803-4c21-a462-4d84596e1d15
143,177,796,744,772,14,2016/01/26,0,Tile Setter,81,81,81,24,971,2015/03/12,2016/09/11,0,0,df5e6472-35d0-40ab-a373-2dfff8b3b5b8
50,441,239,34,379,27,2017/01/02,3,Landscaper,48,48,48,24,91,2017/11/28,2018/05/15,3,0,76de1f66-f6b3-4a39-aa87-e532fa5fc6c0
360,781,90,200,605,72,2018/11/15,5,Millwright,31,31,31,49,148,2015/02/17,2015/03/24,5,1,03372d4d-848b-4b90-921c-3afc83595475
247,353,775,478,229,36,2016/05/12,9,Landscaper,86,86,86,32,748,2018/08/06,2015/09/14,9,0,81b720ac-e696-4b3f-8241-b84eabace984
726,971,136,563,85,87,2018/08/20,9,Cement Mason,33,33,33,8,86,2015/04/06,2016/02/19,9,0,68eca2fc-f7e9-4764-b68c-94a9955856da
822,337,161,470,6,78,2017/10/07,3,HVAC,64,64,64,38,660,2015/12/05,2015/05/23,3,0,87e6bbbc-5ed3-4162-b13f-8431af3f93da
309,40,612,869,752,18,2016/12/18,2,Electrician,43,43,43,19,741,2018/06/04,2016/11/19,2,0,c1ebcd29-c6cd-4f26-8e24-6389267b294f
803,705,556,356,784,59,2018/01/16,9,Laborer,93,93,93,21,23,2017/03/28,2016/03/29,9,0,960faa9f-6962-4eed-9524-e55a4bebe53d
900,969,457,833,742,30,2018/04/21,8,Millwright,34,34,34,42,837,2016/03/26,2015/08/13,8,0,7b2698ff-79c0-4e7c-bcdc-3cb5287697ba
488,569,254,896,66,23,2018/06/18,9,Millwright,24,24,24,42,647,2018/01/26,2016/08/26,9,1,7779f08f-76fe-426a-be44-1576754de8ea
359,990,114,550,709,82,2018/08/02,2,Boilermaker,18,18,18,12,894,2015/11/28,2016/02/02,2,1,c07e914c-7a49-4663-9202-b229f9687d10
479,977,398,273,7,81,2018/07/05,1,Carpenter,89,89,89,15,43,2017/05/15,2015/09/12,1,1,f0c17671-c13f-46fd-a499-fdd6c49ce015
24,352,870,455,373,91,2017/06/06,3,HVAC,41,41,41,30,739,2016/03/10,2015/07/09,3,0,6e184cc0-6de3-4591-b2b9-2f097ba44a70
728,725,563,764,842,27,2018/08/20,7,Painter,11,11,11,27,764,2016/07/25,2015/09/12,7,1,8b399a36-c1ec-46c3-a64e-dd9da3eb5a1a
459,655,622,144,206,25,2017/12/09,0,Electrician,70,70,70,20,49,2017/05/06,2016/04/30,0,1,d01b26b3-b020-41f3-8f85-c0df87247d06
202,198,682,107,313,44,2016/12/16,1,HVAC,48,48,48,22,834,2015/08/07,2015/09/28,1,1,864ab721-db23-4210-aff1-32b9d741b24c
104,463,935,73,66,25,2018/12/07,7,Concrete Finisher,73,73,73,18,171,2017/09/14,2015/12/20,7,1,72b83074-3800-448d-8db0-7e7d8160a718
834,534,741,169,532,29,2018/12/01,5,Painter,69,69,69,41,628,2016/05/21,2018/02/10,5,0,a91b1fbe-c061-45a7-8ae2-2c6586865f46
713,82,788,302,308,19,2018/01/28,5,Boilermaker,18,18,18,41,881,2017/10/19,2016/01/19,5,1,59061c27-7918-4793-8f44-ea4693419d37
466,764,232,570,980,26,2018/03/05,0,Electrician,28,28,28,47,687,2018/01/15,2016/12/15,0,0,ccf70b54-d1ca-4078-a7ae-05125508ded1
432,881,905,790,293,20,2016/02/22,3,Laborer,24,24,24,35,946,2018/08/30,2017/04/05,3,1,457b6dd4-a24b-461c-a793-633cb7a99708
2,366,180,323,671,73,2016/03/28,9,HVAC,27,27,27,47,869,2018/08/18,2017/01/08,9,0,71e8f14a-b5b1-4b2c-b16b-03a079ae7d51
520,849,791,605,285,19,2016/10/29,4,Laborer,47,47,47,30,292,2016/12/08,2016/04/24,4,0,f8b03371-8579-4d5c-b1e8-14022fdeb5ae
913,503,564,798,650,40,2016/06/15,8,Refridgeration,34,34,34,34,816,2017/10/26,2016/01/16,8,0,a1310b1f-da0f-4634-a111-a0fd948247a9
706,903,377,123,845,12,2018/04/13,8,Welder,16,16,16,42,64,2018/05/01,2016/04/18,8,0,7f108fe2-7313-4b47-82f3-bd0384aacb17
555,589,623,916,996,40,2016/10/15,2,Carpenter,41,41,41,10,719,2018/08/01,2017/05/19,2,0,4c6f0479-9159-4274-826e-6d9c4372da46
569,244,457,414,491,66,2018/09/06,3,Painter,93,93,93,17,617,2018/04/03,2015/09/29,3,1,adf7b86f-f0d5-43bc-b7e8-994b2f7e15d5
59,862,412,222,246,7,2017/09/01,1,Landscaper,53,53,53,15,976,2015/03/10,2018/03/18,1,1,ffbe7be4-72e3-4e13-a24d-e8f1307c859b
720,405,345,221,152,90,2016/11/10,4,Waterproofer,14,14,14,16,743,2017/10/02,2016/03/31,4,0,36537826-ecc8-4a43-b59b-9995ad71a677
114,673,734,196,301,71,2018/06/19,3,Laborer,14,14,14,36,294,2017/04/29,2017/04/25,3,0,7a784bca-d2ea-4a83-96a4-8e7740311d0b
427,971,203,334,571,48,2017/04/19,4,Electrician,100,100,100,9,791,2015/05/08,2015/04/27,4,1,36a00d88-a634-4270-9bf3-e6c6501f22f4
614,452,571,136,122,88,2016/09/11,9,Linemen,26,26,26,23,971,2018/08/27,2017/05/28,9,1,e9363a94-b36b-433e-946b-264efa1a1b38
756,707,45,921,649,15,2016/09/28,9,Brickmason,4,4,4,17,376,2016/07/11,2016/05/06,9,0,9fe4748c-4dc2-4e8e-aef2-e1e9722beffb
622,568,15,142,110,11,2016/11/06,7,Terrazzo,8,8,8,36,565,2017/01/30,2016/07/15,7,0,34347c26-c15f-4dfc-a1ca-e847283760b4
75,611,778,48,454,96,2018/03/16,4,Landscaper,15,15,15,14,423,2015/08/23,2017/03/08,4,1,92fc9e66-9299-4f38-8d94-28aa31288145
600,634,923,43,176,15,2018/06/25,3,Painter,56,56,56,1,243,2015/05/22,2016/11/05,3,0,5861caba-6770-4967-80f6-480e0418951a
988,502,123,181,918,56,2016/09/17,5,Stucco Mason,78,78,78,47,683,2015/07/29,2016/05/07,5,0,fa99b593-c226-4f06-8077-f834ca1afa88
376,618,393,233,666,51,2018/02/26,3,Pipefitter,49,49,49,42,472,2017/04/16,2015/08/31,3,1,c97a8198-4aee-4111-bc19-dbf3c66cf22a
688,794,113,786,104,26,2016/01/21,8,Safety Officer,61,61,61,1,563,2015/05/14,2017/05/25,8,0,7cad151f-94f7-4a7b-95f9-326a1f506dd4
259,220,486,45,208,89,2016/10/25,3,Carpenter,39,39,39,47,669,2018/07/05,2015/12/12,3,1,4b5eab97-f210-49bf-8b30-769682ffb748
839,615,784,536,359,67,2018/03/21,9,Carpenter,95,95,95,20,429,2016/09/24,2016/07/14,9,1,a3e662b1-8ad1-4ae1-8198-e1b2d6ff55b6
465,92,253,289,386,80,2018/02/17,1,Welder,71,71,71,18,121,2017/03/18,2017/11/26,1,1,05abb1fb-47ec-4b8e-9141-38e83053b719
298,151,381,348,656,28,2017/02/03,5,Painter,8,8,8,8,897,2016/09/18,2018/03/27,5,1,eb6a68e6-188a-4c9e-8666-f22949ce010f
831,925,72,936,799,95,2018/11/09,5,Electrician,100,100,100,45,507,2018/06/16,2016/04/08,5,0,20fd8c81-9411-49e9-b4b9-b004efbc1a59
774,455,676,537,221,21,2017/07/20,2,Sheet Metal Worker,31,31,31,35,800,2017/04/06,2017/12/18,2,1,70958f1a-8e16-464a-9713-f78abb010122
883,395,449,707,222,33,2017/12/14,8,Painter,52,52,52,32,791,2015/05/24,2017/09/09,8,0,1442a8e8-2e1f-467a-a11b-9f28fa289598
294,684,968,761,35,68,2016/03/16,4,Tile Setter,80,80,80,17,182,2016/06/19,2017/10/02,4,1,9d3a3581-950b-46aa-9b7d-46ea67fb71dd
206,342,182,404,872,24,2018/09/24,8,Laborer,88,88,88,12,750,2018/07/29,2017/11/17,8,1,994ddae7-3172-4c11-8465-ae276f7a7138
794,566,826,495,33,85,2017/11/04,1,Boilermaker,60,60,60,7,216,2017/01/23,2015/09/03,1,1,8d957c0e-8e91-4e7b-af3e-370316de2b92
466,377,598,494,690,60,2016/09/12,5,Glazier,74,74,74,6,78,2016/12/31,2017/05/01,5,1,671ed5f5-ff09-484d-bb2a-1ede98effa7b
378,496,233,506,618,56,2018/12/07,3,Electrician,3,3,3,36,693,2015/12/16,2015/02/26,3,1,aad020b1-533b-422b-95a5-451b0753a161
484,816,537,751,212,27,2016/08/29,7,Waterproofer,79,79,79,26,497,2015/10/27,2016/09/29,7,0,194e8cca-345f-4d61-acc7-d4ab6651be93
475,280,304,57,340,43,2017/09/29,3,Glazier,34,34,34,14,815,2016/10/21,2016/01/25,3,1,097ac278-66ca-425a-b4dc-9dce4ad30601
537,356,317,730,1000,73,2018/03/19,6,Tile Setter,16,16,16,26,480,2016/01/19,2016/03/14,6,0,4b0d8d4c-cfed-4118-98c4-ffc6d6cf5a34
7,722,262,614,729,8,2016/07/03,8,Painter,74,74,74,41,191,2016/05/20,2018/09/07,8,0,d7b49d68-2821-4401-a8bb-6af4f0acd1cf
251,775,129,909,354,35,2016/06/13,5,Waterproofer,84,84,84,34,42,2017/05/18,2015/11/27,5,1,8d1bde72-01dc-41e9-9bbd-e1070f344b94
322,855,910,126,175,63,2018/02/19,6,Painter,47,47,47,2,610,2016/01/23,2016/11/02,6,0,6e60db85-00bd-4769-94d0-5be480846a09
59,729,632,745,991,45,2016/07/28,5,Linemen,67,67,67,34,939,2015/02/01,2018/02/06,5,1,fd5c7605-ad8a-4d92-b88b-8d176bbe4622
186,329,28,515,179,27,2018/02/18,0,Refridgeration,38,38,38,7,634,2016/06/28,2015/04/20,0,0,8278f240-329b-49eb-a304-70da96d47134
91,587,127,934,580,84,2016/06/14,9,Cement Mason,11,11,11,37,193,2016/06/13,2015/05/11,9,1,5fda5904-5d9d-40bb-b8c1-2376007f8a0a
891,49,631,63,224,21,2017/03/21,3,Refridgeration,53,53,53,26,268,2016/05/05,2017/10/16,3,0,6b44e28b-d0fb-4bb3-b0eb-9a7705d66601
743,851,197,258,640,47,2016/01/09,4,Sheet Metal Worker,80,80,80,3,448,2015/04/30,2015/12/23,4,1,e6557042-d723-4caa-91ec-9b3d50c8be3a
573,673,141,760,629,6,2018/06/13,0,Plumber,92,92,92,11,468,2017/04/11,2017/09/18,0,1,00da635d-8892-4e05-8b23-a04ce83e72a6
624,549,708,984,64,35,2018/12/03,9,Stucco Mason,75,75,75,46,70,2018/07/13,2015/05/20,9,1,6cc13a12-3084-457e-92a3-66b49ffb6d15
833,783,432,577,452,73,2018/05/06,4,Safety Officer,46,46,46,46,401,2017/07/17,2015/05/09,4,0,495b31de-6f60-4fdf-8520-ee7f6a1b3030
997,979,710,609,942,18,2016/09/14,3,Tile Setter,69,69,69,15,903,2016/08/27,2016/04/11,3,1,ff8524fe-744c-4a2e-b93c-5ad092b996ec
806,705,339,428,721,97,2018/09/22,3,Terrazzo,2,2,2,18,637,2016/12/20,2016/07/20,3,1,4c43ab8a-52fa-4ddb-a8ce-5c8d7770ce41
173,12,569,451,982,20,2017/02/14,9,Refridgeration,21,21,21,21,619,2016/08/05,2015/10/15,9,1,7c7fbc5c-165d-4ffc-88ae-817979d56553
967,916,522,454,911,39,2017/12/07,9,Terrazzo,87,87,87,50,541,2016/10/22,2015/03/30,9,1,388abad0-fb44-4b83-aed0-55a007b059cb
653,727,302,151,69,7,2018/03/22,2,Concrete Finisher,33,33,33,44,365,2018/02/06,2018/02/08,2,1,a42f409c-5ad9-41af-bd6e-4471dbf8a86b
818,209,272,86,837,40,2016/02/19,5,Plasterers,89,89,89,28,36,2015/11/16,2016/07/20,5,1,a9784544-7917-498f-b0ae-c1da6fddb93d
686,287,366,432,399,45,2017/03/03,0,Equipment Operator,80,80,80,23,137,2016/03/28,2016/11/17,0,1,2425855f-5083-47e9-a589-2d54facb92ec
628,468,278,368,537,88,2017/12/01,7,Refridgeration,12,12,12,1,825,2018/08/25,2015/07/07,7,1,b8074f83-b05a-412e-b1d8-66bd1a4edb06
451,135,200,551,303,84,2016/09/26,9,Plumber,9,9,9,26,394,2018/02/25,2018/03/09,9,0,fba0cb1b-0bab-428f-a936-a267b076db70
290,421,569,608,556,37,2017/11/13,7,Concrete Finisher,94,94,94,9,881,2017/07/06,2017/09/19,7,1,ad84693b-767e-4a10-9005-8a2347f2cded
592,838,599,794,258,2,2017/09/20,8,Glazier,52,52,52,47,726,2015/01/31,2016/03/03,8,1,99054446-65af-4f04-9705-df76843b2115
706,547,506,103,398,91,2016/04/10,0,Boilermaker,81,81,81,9,999,2017/05/25,2015/09/05,0,1,53beccf4-8e8d-47a2-af2b-6b2908f4b980
639,371,956,516,564,53,2017/04/01,4,Landscaper,67,67,67,33,181,2017/03/05,2017/07/29,4,0,5cf5780a-5bcb-4cbf-b6f8-08f8a59a4044
65,825,143,127,956,40,2017/06/24,8,Terrazzo,46,46,46,15,739,2015/04/16,2016/10/19,8,1,59e6a689-be0c-4a77-a998-ca682a4f59d0
972,909,725,65,825,9,2018/12/16,6,Electrician,50,50,50,14,71,2016/03/08,2017/10/31,6,1,3f710ad1-be35-44a5-903b-db05cbdd760d
998,290,941,808,597,95,2016/05/03,2,Refridgeration,29,29,29,3,984,2015/03/15,2016/12/30,2,0,40f94504-cf4f-4be7-a560-7c76defa3f65
515,157,139,346,703,13,2018/12/05,0,Refridgeration,77,77,77,41,621,2015/12/22,2016/07/12,0,0,a1459917-8568-47e5-ab95-1de777f6b569
234,477,402,675,881,78,2017/04/17,8,Millwright,37,37,37,3,38,2016/01/29,2017/08/27,8,0,f5048270-533f-4d8c-bd30-54a89c43f6e8
551,179,898,420,727,36,2016/10/22,5,Laborer,29,29,29,11,81,2015/02/25,2016/09/08,5,1,1ef64eee-ac7c-4c24-b16c-bf990626a3a6
942,461,768,202,629,79,2018/09/20,9,Pipelayer,32,32,32,26,221,2017/01/26,2015/10/13,9,0,64d3a89d-0531-4a99-9a51-ce610f602ad7
125,84,471,40,908,51,2017/02/24,1,Ironworker,58,58,58,7,824,2017/03/08,2017/11/17,1,0,3f5861ac-d7ca-4631-8448-4c9bfd8951d4
692,79,482,338,877,85,2017/05/25,4,Linemen,69,69,69,38,694,2016/10/16,2016/01/15,4,0,d5334fe0-f3c7-4cd0-90e5-2e5e1beb2f86
310,196,808,774,466,65,2016/01/10,6,Cement Mason,94,94,94,36,400,2018/01/01,2017/06/08,6,0,8c38fe71-98c5-4789-bed9-62daac8e1b95
492,501,330,553,751,52,2016/12/19,7,Welder,88,88,88,16,752,2016/11/23,2018/01/01,7,0,5e219bc6-c84d-4e41-a0fb-7d77bfb107ec
983,93,834,468,728,82,2017/10/17,1,Painter,74,74,74,39,786,2018/03/29,2015/01/12,1,0,c2c807f9-8b73-437b-9205-8de423a3c737
473,61,40,22,696,2,2017/05/30,3,Refridgeration,97,97,97,22,295,2016/02/25,2015/01/03,3,1,ac84c34e-1c24-48e5-9b9e-f37de15a4c3c
7,213,247,114,919,37,2018/11/20,2,Carpenter,7,7,7,38,219,2015/07/20,2016/04/25,2,1,425f6220-7610-4c9c-bd70-fff2c5b97abd
422,124,223,877,526,99,2018/11/01,9,Brickmason,38,38,38,17,176,2016/10/05,2016/07/11,9,1,6fc73c55-c24a-43c5-9c65-7fd2625c5ca0
872,430,149,741,676,68,2018/08/10,1,Plumber,20,20,20,29,391,2015/09/14,2017/12/16,1,0,84b5d5b8-20b6-47ca-aaee-604a53e11433
433,374,207,748,513,37,2017/08/05,8,Plumber,29,29,29,22,348,2016/03/07,2018/09/07,8,1,337da9a7-6fa5-4304-9d19-5eb11f5edf12
180,510,548,404,15,4,2016/11/18,7,Ironworker,37,37,37,2,737,2016/08/02,2015/11/05,7,1,3c184d0c-93c1-47b3-ab70-7b8b17529b7b
755,70,312,843,516,43,2016/05/16,8,Landscaper,88,88,88,6,469,2017/06/27,2016/10/28,8,0,736538d4-70fc-48c0-911e-ea30f3e457f2
709,264,997,407,749,33,2018/08/09,0,Plasterers,61,61,61,33,26,2017/06/08,2015/06/10,0,0,b049cefc-63db-4f32-8b13-ff86d755d40a
32,962,716,136,570,28,2016/06/20,8,Sheet Metal Worker,25,25,25,19,247,2015/03/12,2016/11/10,8,1,26f348a4-c94f-4bc6-a802-f73bacd6ec1a
536,662,188,146,974,92,2016/05/28,1,Pipefitter,100,100,100,50,674,2015/03/31,2018/05/10,1,0,223a05af-4503-457f-8ef5-f6ea9368e436
23,320,100,604,202,27,2017/10/10,7,Sheet Metal Worker,98,98,98,36,562,2015/03/13,2017/04/25,7,1,ee6ff60f-fa97-4764-9769-2e7985af5d55
335,958,818,945,676,92,2018/08/24,2,Waterproofer,86,86,86,43,519,2015/08/30,2015/05/01,2,1,002a04b9-e64f-45b5-b972-4ef1407bed85
943,216,618,269,748,89,2017/04/21,1,Concrete Finisher,86,86,86,40,331,2015/10/27,2015/04/09,1,1,3151198c-67f8-4e17-9a25-061857fca997
662,456,711,196,454,55,2016/10/03,9,Tile Setter,27,27,27,17,202,2015/06/06,2016/06/03,9,1,5cdf51f8-40b6-46a2-8bf1-97324358b439
410,577,464,310,30,10,2016/08/27,5,Pipefitter,96,96,96,19,252,2016/10/26,2016/06/13,5,0,62be1d32-8ae4-4543-8da7-fbdaf4b7af1e
97,777,831,148,53,92,2018/05/07,7,Tile Setter,13,13,13,32,372,2016/06/08,2018/01/03,7,0,e57550f8-ff9f-4532-9509-5d2400329576
77,381,35,312,746,61,2017/03/01,8,Brickmason,36,36,36,1,215,2015/10/18,2017/09/04,8,1,e185a459-3567-4f34-bff8-68c48ff21f34
612,893,114,982,848,74,2017/08/21,0,Safety Officer,22,22,22,47,189,2017/03/15,2018/04/04,0,0,413e1f39-87c5-42c1-90ea-abef23802199
451,131,619,973,106,89,2017/05/24,3,Ironworker,31,31,31,36,270,2016/08/11,2015/09/24,3,0,62329871-ef86-4461-9390-2445368175b1
873,101,549,51,453,14,2016/11/20,1,Terrazzo,83,83,83,29,489,2018/04/27,2017/11/09,1,1,4019d429-d227-4999-ae2d-f44da23dba94
185,969,292,278,697,41,2017/03/22,3,HVAC,32,32,32,17,742,2016/04/10,2017/10/23,3,1,d3d85754-9ecc-4ac6-9914-7db859811cc2
783,387,430,609,844,68,2017/10/08,0,Cement Mason,48,48,48,49,638,2017/10/20,2016/08/28,0,1,168a088b-1173-4e1b-81f7-8a923b8a7718
966,817,262,604,831,78,2017/06/16,1,Waterproofer,78,78,78,30,66,2017/02/18,2016/04/26,1,1,31ae2471-f537-4c96-9c59-0c0cea224fd7
40,647,649,836,88,13,2016/10/14,1,Painter,88,88,88,49,743,2017/06/03,2017/05/09,1,1,f3082b73-0d2d-4490-9cb4-4382ccf1b8f5
74,820,959,315,240,45,2017/02/27,4,Millwright,21,21,21,29,832,2016/05/14,2017/08/04,4,1,956ec0c3-dcca-4451-af8b-27b526acf03b
728,708,244,708,169,73,2017/02/04,1,Pipefitter,86,86,86,6,603,2015/04/15,2017/05/05,1,1,0012101e-e7e4-4db0-8778-552f28097ac8
517,48,627,899,195,60,2017/11/15,2,Waterproofer,65,65,65,45,401,2018/01/14,2017/06/12,2,0,58da955c-5df3-4c39-804e-b92f4a053b19
372,507,828,450,486,77,2018/06/14,8,Pipefitter,39,39,39,22,103,2015/03/31,2016/07/22,8,1,c97f3fd3-7b47-4d50-af48-b19dd5771448
79,349,946,209,347,4,2017/10/04,4,Concrete Finisher,45,45,45,22,8,2018/07/11,2017/06/30,4,1,c23d966b-2e22-46ad-9f4e-a3133a2ccf50
693,613,176,940,415,100,2018/09/24,4,Terrazzo,97,97,97,25,697,2017/06/23,2017/03/21,4,0,5baa96fd-4a71-4b25-99b1-27b42d29c970
503,215,123,396,203,80,2017/08/28,6,Cement Mason,19,19,19,20,354,2016/01/18,2016/02/10,6,0,d4677e66-c899-47fa-9c69-7ed4fa002396
617,875,328,577,552,63,2017/07/13,8,Laborer,35,35,35,39,936,2017/08/17,2018/08/22,8,0,140bcc1c-d109-46ba-bc91-300cf35c2da3
921,183,192,281,886,81,2017/06/20,8,Pipelayer,47,47,47,6,359,2015/02/10,2016/05/16,8,0,f629bd46-9832-4096-ae6e-63d2725818a9
328,398,296,477,267,81,2018/07/21,5,Plasterers,43,43,43,29,381,2017/04/05,2015/03/03,5,0,b0bd1453-1096-4edb-98c3-a5ffeb455f1c
696,336,150,846,275,95,2018/11/25,3,HVAC,60,60,60,13,682,2017/04/27,2017/08/02,3,1,fb94e5fe-cf21-46be-b41b-7facdfa6db75
673,370,170,967,449,40,2018/03/07,2,Pipefitter,79,79,79,12,88,2016/05/12,2016/05/15,2,0,c60a8f44-4be2-4d0e-9d6a-82c5ff331507
861,921,20,581,604,24,2017/11/06,4,Terrazzo,12,12,12,16,800,2015/12/07,2018/01/19,4,0,617faeee-7416-4f73-9ec1-374548a7b4b9
637,435,446,501,486,97,2016/01/15,5,Carpenter,89,89,89,26,24,2018/05/04,2018/02/26,5,1,cd1c0aa8-01e0-4f14-9c92-859f0979c88b
651,565,537,792,484,94,2018/05/24,5,Brickmason,2,2,2,9,513,2018/01/16,2016/03/25,5,0,9e809ce7-50fc-4ef6-a466-543a121c7198
528,329,901,124,252,66,2018/03/19,5,Stucco Mason,28,28,28,40,1,2016/10/19,2016/08/23,5,0,9864fc80-9cef-432e-837a-42eb5b6a2745
499,663,171,605,505,75,2017/06/09,3,Ironworker,16,16,16,39,815,2015/04/21,2016/05/03,3,1,076dd118-bade-4634-9971-588509994b74
805,440,601,993,787,54,2016/07/06,6,Electrician,15,15,15,13,665,2015/05/19,2018/02/11,6,1,ce5ffb13-3533-4da3-b9c4-50f3305a898d
293,903,573,595,269,86,2016/10/31,6,Waterproofer,15,15,15,48,241,2017/07/31,2017/06/19,6,0,fa8fb0bc-60ba-419a-b138-5e0bbd22614e
482,4,742,132,871,11,2016/02/04,4,Laborer,45,45,45,2,346,2018/03/09,2018/06/26,4,1,b17702d0-ed95-455a-9ccf-ec00709f6be7
201,753,38,778,717,36,2017/11/23,1,Stucco Mason,52,52,52,16,826,2018/01/30,2018/05/28,1,1,87261619-5261-463b-b87d-779ac9132808
607,672,765,453,754,99,2016/03/06,3,Plumber,82,82,82,47,258,2016/08/05,2018/03/05,3,0,70817478-7815-4c87-8aca-af937a3f79ee
109,83,304,394,543,96,2016/06/29,3,Pipelayer,41,41,41,40,148,2017/08/24,2015/11/20,3,1,eff760ea-d9b6-4993-bdae-e5bf2ba6a392
549,52,764,857,616,50,2016/12/11,4,Plasterers,85,85,85,39,434,2016/08/08,2016/12/21,4,1,69eaf17d-248f-4fb8-ad20-85135d84e9d0
950,186,823,894,515,22,2018/01/15,2,Sheet Metal Worker,64,64,64,40,103,2015/01/21,2016/07/06,2,0,c3d0df23-4184-47c7-bba9-421468a00d75
357,528,498,866,643,49,2016/08/03,3,Tile Setter,69,69,69,34,414,2015/09/09,2016/04/14,3,1,a1a8e8ee-9c84-4be3-af46-3911ab759cc9
935,328,225,327,118,8,2018/09/06,0,Stucco Mason,94,94,94,50,47,2017/05/09,2018/07/08,0,0,03a54d6a-5b65-48e6-a375-1c75a6055886
465,971,245,625,923,52,2018/05/03,8,Concrete Finisher,33,33,33,18,496,2016/06/02,2017/04/06,8,0,96bf8358-b7f1-464d-ab67-d4fa93468559
449,808,734,298,81,88,2017/12/07,7,Glazier,40,40,40,31,982,2016/01/22,2018/05/06,7,0,f320b8fd-82fe-4758-95e4-f228ef947629
865,641,239,582,892,29,2016/11/16,7,Painter,79,79,79,5,945,2017/11/15,2017/11/29,7,0,b79ce832-3a22-47d8-92e0-9bb229770d86
500,152,844,230,688,94,2016/07/22,8,Painter,53,53,53,35,405,2018/07/14,2015/04/02,8,0,f002c756-e6a5-4d6c-9553-a9e40af67ba7
271,546,149,618,640,74,2016/10/24,5,Refridgeration,62,62,62,49,18,2016/06/10,2017/02/08,5,1,6cbaa99c-5419-4557-8bbc-9a5ca84ace1c
