invoiceDetailId,baseAmount,baseAmountBase,description,invoiceId,lineItemNumber,productId,quantity,uoMid,SalesOrderId,SalesOrderDetailId,pricePerUnit,pricePerUnitBase,tax,taxBase
297,83,13,Complication of respirator [ventilator],770,292589,911,7,Five Days One Summer,3578,7888,$3526.78,$721.38,$41.04,$2.44
551,64,42,"Exposure to supersonic waves, initial encounter",156,258821,52,99,Gigi,10096,7565,$3918.79,$845.70,$32.95,$6.82
322,78,22,"Quad preg, unable to dtrm num plcnta & amnio sacs, first tri",839,283676,845,40,Images,2976,9308,$1611.87,$482.44,$49.97,$5.87
767,29,30,"Insect bite of unsp external genital organs, female",279,371218,104,54,Extraordinary Stories (Historias extraordinarias),8935,8766,$3869.85,$170.29,$44.15,$11.29
490,72,35,"Sltr-haris Type I physl fx lower end radius, unsp arm, init",498,312574,205,8,Socialism (Film socialisme),1107,7906,$3465.73,$203.48,$47.13,$6.14
850,81,14,"Path fx in neopltc disease, l ulna, subs for fx w routn heal",618,174036,478,44,Shadowzone,10601,10031,$3392.45,$677.83,$41.92,$7.35
189,44,22,Other specified injuries of neck,731,111254,390,10,All the Queen's Men,4574,5699,$2364.65,$602.86,$42.89,$16.20
171,61,4,"Adhes due to fb acc left in body fol oth procedure, sequela",645,294504,712,64,American Ninja 5,8265,10041,$1077.59,$90.65,$44.63,$9.39
874,75,41,"Unsp injury of femoral artery, unspecified leg, init encntr",429,138340,559,94,Alien Nation: The Enemy Within,3514,6187,$2370.23,$69.80,$41.78,$8.14
217,87,37,"Displ transverse fx shaft of r ulna, 7thN",206,109509,590,63,Alexander,6746,4282,$2242.12,$566.04,$27.21,$3.05
254,42,21,Encounter for fit/adjst of spectacles and contact lenses,49,265105,153,7,Demolition Man,9348,5738,$2610.17,$308.91,$27.73,$19.90
811,76,37,"Path fx in neopltc disease, r foot, subs for fx w delay heal",420,119376,275,55,Mystic River,4917,2449,$2059.05,$42.46,$28.36,$8.63
83,7,44,"Disorder of ligament, right hip",259,229310,392,62,Gregory Go Boom,8598,4178,$1595.49,$804.02,$39.96,$19.68
890,5,14,"Contusion of right great toe without damage to nail, sequela",579,103539,820,17,"Simple-Minded Murder, The (Enfaldige mördaren, Den)",1854,10743,$1052.51,$158.26,$40.58,$8.04
712,99,37,"Oth physeal fx upper end of r fibula, subs for fx w nonunion",510,445166,656,96,Red Riding: 1974,4467,4281,$1254.36,$555.20,$29.18,$23.64
933,10,31,"Laceration w fb of abd wall, epigst rgn w penet perit cav",16,272756,312,19,You're Gonna Miss Me,3650,2308,$3124.27,$731.75,$34.34,$18.50
688,39,18,"Parachutist entangled in object, initial encounter",804,172917,293,43,Easy,5054,3527,$4199.10,$405.91,$45.02,$5.50
524,50,19,"Oth osteopor w current path fracture, left ank/ft, init",843,237340,530,46,Begone Dull Care,2573,7013,$3263.36,$574.36,$49.47,$14.96
363,76,19,Thrombosis due to internal orthopedic prosth dev/grft,510,138810,461,39,Ernest Rides Again,1022,6588,$1740.46,$583.52,$39.44,$22.25
417,52,47,"Disp fx of greater tuberosity of l humerus, init for opn fx",598,113145,716,78,Salaam Namaste,9843,7824,$2663.26,$997.62,$33.38,$16.93
422,39,32,"Lgl intervnt w inj by rifl pelet, law enforc offl inj, subs",442,321625,288,64,Dick Figures: The Movie,5075,1659,$1301.47,$917.03,$44.92,$23.84
669,39,42,"Corrosion of first degree of right lower leg, sequela",240,471049,131,41,Kevin Smith: Burn in Hell,10490,3538,$1060.92,$446.40,$36.14,$4.36
738,84,6,Unspecified injury of unspecified internal jugular vein,416,398544,113,55,The Devil and the Holy Water,5652,4747,$3956.25,$163.57,$39.18,$5.16
288,10,1,"Preglaucoma, unspecified, left eye",694,106673,348,63,Madame Sin,7283,3375,$3875.16,$707.33,$29.41,$22.71
104,97,25,"Sltr-haris Type II physeal fx lower end of humerus, left arm",8,282471,321,34,Rush,6111,9209,$4386.04,$645.62,$47.09,$12.32
145,60,29,"Injury of unspecified nerve at forearm level, right arm",895,276974,817,20,"Red Chapel, The (Røde kapel, Det)",7295,5329,$3416.34,$135.83,$31.02,$11.81
676,33,6,"Brown-Sequard syndrome at C7, init",193,262625,247,33,Riff-Raff,2583,9713,$2584.44,$764.83,$49.73,$10.32
842,86,2,"Other dislocation of unspecified shoulder joint, sequela",512,298267,793,7,Edison Force (a.k.a. Edison),1782,5875,$2947.84,$631.41,$33.56,$8.57
520,30,19,"Injury of femoral nrv at hip and thi lev, left leg, sequela",891,470658,436,15,The Italian Connection,7179,3540,$1553.67,$768.73,$41.48,$16.44
572,82,42,"Retinal neovascularization, unspecified",852,261392,535,56,Night Court,1828,7981,$3643.43,$219.11,$38.91,$22.37
2,38,44,"Incomplete lesion of sacral spinal cord, sequela",561,391580,129,65,In This Our Life,9753,4501,$4861.55,$967.69,$45.53,$16.28
906,20,17,"Complete traumatic trnsphal amputation of r mid finger, init",465,204516,380,92,"Age of the Medici, The (L'età di Cosimo de Medici) ",9443,3330,$3049.00,$85.44,$28.02,$11.69
600,99,45,Other acute postprocedural pain,815,142202,487,72,Anything Else,8697,3924,$2639.23,$220.86,$48.21,$14.20
594,2,17,"Complete traumatic amp at level betw r hip and knee, subs",629,275254,868,30,"Incubus, The",9971,8798,$1895.17,$738.17,$33.73,$23.39
817,60,26,Insect bite (nonvenomous) of unspecified finger,873,424630,765,59,"Wave, The (Welle, Die)",6010,2991,$2038.75,$682.84,$36.36,$5.97
58,51,41,Hypoactive sexual desire disorder,530,315090,990,39,"Homesman, The",3884,4847,$1102.75,$830.27,$28.97,$20.80
963,27,44,Allergy status to other anti-infective agents status,174,122903,74,14,Promises,5092,5865,$4743.78,$637.52,$36.55,$5.76
331,30,36,"Inj unsp blood vessel at lower leg level, left leg, subs",202,297756,300,30,True Confessions,8881,1759,$1250.12,$405.22,$32.78,$5.92
583,93,33,"Pasngr on bus injured pick-up truck, pk-up/van nontraf, subs",816,472918,447,61,Space Chimps,8782,2799,$3964.22,$45.64,$27.42,$13.98
745,80,28,"Displaced segmental fracture of shaft of ulna, unsp arm",811,356338,463,68,Antitrust,9701,3458,$1960.11,$528.39,$26.76,$8.67
688,66,19,"Driver of pk-up/van injured in clsn w ped/anml nontraf, subs",473,110717,246,2,"Lost World, The",6864,3835,$3001.00,$811.16,$37.46,$5.57
219,11,19,Drown due to being washed overboard from passenger ship,197,199371,626,20,Godzilla 2000 (Gojira ni-sen mireniamu),10795,7235,$3425.22,$6.44,$37.08,$16.20
159,27,10,"Other mechanical complication of intraocular lens, sequela",992,313514,285,20,Stuart: A Life Backward,5065,8391,$3302.94,$662.27,$28.38,$20.72
106,98,32,"Nondisp fx of head of unsp rad, init for opn fx type 3A/B/C",466,432357,615,56,G@me,3024,9373,$1490.76,$96.39,$35.28,$24.04
102,24,20,"Paralytic calcification and ossification of muscle, shoulder",387,107274,711,40,A Master Builder,7552,3727,$2816.98,$800.17,$35.92,$21.07
509,37,7,Malignant neoplasm of right orbit,384,392083,987,60,Mirrors 2,2716,1839,$2493.94,$316.54,$43.69,$23.42
653,27,24,"Underdosing of peripheral vasodilators, sequela",399,159193,388,76,Castle Keep,10008,8546,$2494.25,$183.82,$49.71,$17.13
571,100,41,Nondisplaced fracture of right tibial tuberosity,798,470294,896,51,Only Yesterday (Omohide poro poro),10416,8630,$2100.62,$190.45,$32.67,$14.09
629,13,29,"Hodgkin lymphoma, unsp, nodes of ing region and lower limb",403,427954,622,48,House of Flying Daggers (Shi mian mai fu),6934,6516,$1547.91,$894.50,$45.02,$3.67
420,50,25,Other specified perinatal hematological disorders,378,290231,986,25,Adventures of Captain Marvel,3150,3804,$1365.98,$594.10,$47.74,$12.08
825,64,18,"Minor laceration of unsp innominate or subclavian vein, subs",34,421021,562,99,Prick Up Your Ears,5984,9638,$2394.90,$654.16,$47.38,$13.34
436,30,8,"Central corneal opacity, right eye",474,174896,855,97,Trash Humpers,3384,6337,$4524.75,$801.24,$43.67,$16.03
499,35,22,"Toxic effect of formaldehyde, accidental, sequela",156,463217,810,80,"Picture of Dorian Gray, The",9259,4465,$3461.16,$925.76,$30.51,$12.29
86,53,38,Unsp nephritic syndrome w diffuse membranous glomrlneph,556,373942,359,2,Zaza,7251,2671,$4153.39,$611.71,$40.19,$23.21
201,74,43,"Poisoning by opth drugs and preparations, self-harm, subs",912,178858,710,51,Green Chair (Noksaek uija),3994,6050,$3210.07,$940.43,$37.20,$17.54
147,84,7,"Displ oblique fx shaft of unsp ulna, 7thC",660,334275,402,4,Gone Baby Gone,5561,8913,$1835.89,$238.91,$47.39,$5.16
29,73,20,Family history of glaucoma,528,438889,658,56,Love Is News,4628,5470,$3640.47,$268.32,$29.30,$3.02
214,80,19,Exposure of implanted vaginal mesh into vagina,365,340007,235,93,Monsturd,7088,9283,$3613.17,$130.01,$30.60,$5.72
419,12,22,Rupture of card wall w/o hemoperic as current comp fol AMI,142,306780,602,93,Cinemania,10082,4080,$4493.32,$22.67,$33.59,$11.54
278,5,27,"Wedge comprsn fx second lum vert, subs for fx w routn heal",426,415730,825,17,Hands Off the Loot (Touchez pas au grisbi),9100,7225,$2698.76,$868.88,$35.90,$22.74
375,5,40,Unsp nephritic syndrome w diffuse crescentic glomrlneph,622,447070,569,96,Searching for Sugar Man,5282,4363,$3763.60,$369.34,$33.46,$23.56
307,26,19,"Insect bite (nonvenomous) of other finger, sequela",630,370516,24,55,Goya: Crazy Like a Genius,4682,10811,$2709.15,$706.85,$38.14,$20.11
726,85,16,"Chronic post-traumatic headache, intractable",202,192635,633,47,Phantom,3511,1688,$4168.52,$191.60,$38.13,$23.70
153,21,40,Salmonella sepsis,693,150170,750,96,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),7190,1610,$2018.36,$389.68,$49.63,$20.92
819,19,47,"Corrosion of unspecified degree of scalp, initial encounter",641,376443,33,78,"Dish, The",3272,5225,$3978.38,$73.45,$48.63,$24.37
617,4,30,Abscess of intestine,194,388201,206,69,"Big Combo, The",9324,3973,$4603.66,$970.87,$45.98,$13.00
783,58,7,"Superficial foreign body of breast, unsp breast, subs encntr",311,226040,226,29,The Baby Maker,1338,8052,$3567.64,$935.32,$48.00,$9.75
811,64,33,"Nondisp oblique fx shaft of l femr, 7thK",184,368237,289,18,AKA,7288,5179,$1778.02,$786.67,$35.13,$5.24
190,93,19,"Underdosing of vaccines and biological substances, sequela",999,488637,649,47,Silent Rage,10737,9199,$4179.49,$155.06,$47.18,$1.65
466,100,31,"Complete traumatic amputation at right shoulder joint, init",579,338364,113,67,Donkey Skin (Peau d'âne),5991,10757,$4995.35,$201.06,$39.41,$22.77
520,79,32,"Crushing injury of unspecified left toe(s), sequela",132,184314,944,55,Ghost Adventures,7149,9154,$4330.68,$436.79,$47.08,$7.52
674,84,7,"Toxic effect of venom of black widow spider, slf-hrm, sqla",688,357751,249,39,Wallace and Gromit in 'A Matter of Loaf and Death',8577,10427,$4849.75,$305.99,$36.82,$16.20
851,72,24,"Methicillin resis staph infection, unsp site",485,193047,164,27,Remonstrance,6562,4666,$1207.61,$442.64,$48.30,$3.60
688,94,32,"Oth private fix-wing arcrft explosn injuring occupant, subs",185,325048,848,30,Poolhall Junkies,2226,10293,$2459.52,$661.05,$44.57,$18.94
266,77,13,"Bipolar disord, in partial remis, most recent epsd hypomanic",934,156217,545,25,Noi the Albino (Nói albinói),7140,7581,$2685.80,$250.09,$31.20,$17.73
864,39,13,"Nondisp fx of neck of r rad, subs for clos fx w routn heal",247,304728,91,20,"Pirates of Penzance, The",6672,7201,$1411.14,$268.21,$37.18,$9.72
760,43,23,"Velamentous insertion of umbilical cord, unsp trimester",966,155383,424,33,Demons (Dèmoni),8593,3871,$3787.48,$552.38,$43.06,$24.03
248,23,46,Sltr-haris Type I physeal fx lower end of unsp tibia,344,494817,148,32,Wayne's World 2,2491,3516,$3384.68,$325.26,$47.42,$6.92
853,66,37,"War operations involving oth dest arcrft, civilian, sequela",571,192150,620,61,"Crash Reel, The",4693,6532,$2848.66,$159.98,$47.97,$14.70
852,48,22,"Displ commnt fx shaft of r femr, 7thN",621,299189,188,5,Costa Brava,6888,5951,$1841.93,$696.13,$26.70,$24.94
45,32,31,Unspecified disorder of vitreous body,850,296025,159,31,"Battle of China, The (Why We Fight, 6)",5210,7484,$1230.26,$75.85,$46.02,$7.90
598,51,39,"Poisoning by other drugs acting on muscles, undetermined",203,119711,463,20,Let Me In,10551,6980,$4978.99,$723.48,$45.08,$19.55
540,35,11,"Maternal care for hydrops fetalis, third trimester, oth",636,390662,112,49,36 fillette,9744,10964,$4629.25,$508.44,$49.16,$7.44
119,90,6,"Burns of oth parts of left eye and adnexa, sequela",875,104914,159,22,Swingers,8162,5726,$3252.36,$493.59,$25.97,$17.47
704,46,19,"Anterior subluxation of unsp ulnohumeral joint, subs encntr",915,347070,81,8,"Bravados, The",10971,8873,$2180.78,$784.28,$38.39,$21.65
506,81,5,"Synovial hypertrophy, not elsewhere classified, unsp hand",385,357541,104,90,"Fast & Furious (Fast and the Furious 4, The)",1048,9665,$2743.62,$846.78,$42.86,$21.41
850,11,15,"Inj flexor musc/fasc/tend unsp finger at wrs/hnd lv, sequela",943,307643,195,1,"Kremlin Letter, The",6676,9562,$3584.36,$547.86,$37.77,$8.09
90,29,18,"Laceration of ulnar artery at forearm level, right arm",132,124300,610,27,"Double, The",10371,1121,$4647.38,$775.16,$39.21,$24.67
682,17,15,"Other fracture of right patella, sequela",652,355793,969,77,Paranoid Park,3245,3286,$4968.00,$529.37,$43.28,$5.91
316,12,45,"Traumatic rupture of oth ligament of right wrist, init",259,219743,49,88,Harmontown,5900,10363,$3568.55,$832.67,$40.33,$5.59
697,73,3,"Unspecified injury of neck, initial encounter",600,182378,571,21,"Hand, The (Ruka)",2455,6975,$3488.22,$302.88,$45.47,$19.53
316,49,25,"Synovial hypertrophy, not elsewhere classified, left thigh",177,296152,463,43,Intersection,6481,2349,$2253.52,$426.92,$33.78,$17.05
920,62,27,"Diffuse TBI w loss of consciousness of 31-59 min, init",185,354080,426,22,Vinyl,2381,7733,$4777.75,$540.50,$31.36,$19.96
355,21,16,"Oth injury of left innominate or subclavian artery, sequela",131,109521,472,79,Crows Zero II (Kurôzu Zero II),2368,5870,$1308.61,$457.58,$42.43,$6.73
830,47,36,"Disruption of traumatic injury wound repair, init encntr",939,168427,752,37,The Trip to Squash Land,3285,4367,$4834.97,$867.35,$46.73,$2.02
778,34,6,Intermittent alternating exotropia,798,441956,719,59,Cast a Giant Shadow,5190,9237,$1151.53,$9.79,$28.01,$16.26
669,68,47,"Unsp injury of blood vessel of left index finger, init",332,283112,240,60,Two English Girls (Les deux anglaises et le continent),2043,4926,$4524.02,$5.72,$39.29,$12.55
141,23,2,"Laceration of axillary artery, right side",114,424308,22,68,Kull the Conqueror,2232,5115,$2623.36,$537.73,$38.78,$9.42
840,99,17,Underdosing of unsp primarily systemic and hematolog agent,261,426904,667,14,Just Write,9579,4531,$4185.71,$454.72,$45.00,$13.96
932,10,36,"Oth comp specific to multiple gestation, second trimester",640,162329,716,39,It Started in Naples,6410,8128,$1505.20,$903.54,$31.31,$20.93
894,49,48,Nondisplaced articular fracture of head of right femur,860,391913,175,53,Serial (Bad) Weddings (Qu'est-ce Qu'on An Fit Au Bon Dieu?),9905,6689,$2389.41,$635.17,$29.75,$4.71
335,91,37,"Sltr-haris Type I physl fx upr end unsp fibula, 7thG",783,444871,958,31,"Anarchist Cookbook, The",9154,5104,$3156.30,$603.92,$45.19,$22.57
885,81,22,"Unspecified open wound of right buttock, subs encntr",30,245864,699,87,This Is Where I Leave You,1083,8681,$4945.08,$680.57,$49.04,$18.62
456,37,9,"Person injured wh brd/alit from amblnc/fire eng, init",242,345214,681,72,17 Girls (17 filles),5671,9330,$2653.82,$313.67,$36.22,$12.93
661,50,50,"Contact w unsp hot objects, undetermined intent, subs encntr",900,467538,418,60,"Great Ecstasy of Robert Carmichael, The",3050,9386,$1309.06,$211.37,$43.82,$5.30
19,35,44,"Path fx in neopltc dis, left rad, subs for fx w delay heal",22,288041,131,47,Neverland,8134,3696,$1022.74,$251.11,$40.11,$9.40
854,29,22,"Disp fx of epiphy (separation) (upper) of r femr, 7thM",38,442666,202,74,Dr. Otto and the Riddle of the Gloom Beam,4576,4745,$3177.68,$982.69,$35.30,$8.44
527,88,23,"Nondisp bimalleol fx r low leg, 7thF",125,276780,752,6,Madigan,3324,4600,$2454.97,$772.21,$47.93,$6.22
120,52,3,Person on outside of car injured in collision w van in traf,964,175124,802,24,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)",3618,4551,$2465.77,$1.38,$25.02,$22.06
949,95,5,"Mtrcy driver injured in collision w 2/3-whl mv in traf, init",937,168520,202,56,Faust,2862,2364,$2498.37,$205.27,$41.12,$11.68
320,67,36,Adverse effect of immunoglobulin,322,369510,769,32,Tapia,7665,7974,$4344.78,$640.27,$45.76,$5.57
166,99,44,"Poisoning by calcium-channel blockers, intentional self-harm",300,312478,757,22,"Dukes, The",6592,7519,$2407.64,$360.75,$36.69,$17.27
241,93,1,Newborn affected by other maternal noxious substances,799,335384,710,75,Tears of the Black Tiger (Fah talai jone),4636,8992,$1505.96,$345.99,$46.74,$4.46
717,90,34,"Corrosion of third degree of right toe(s) (nail), init",799,177513,282,26,"Thin Man, The",5529,1792,$4503.78,$254.12,$36.67,$15.67
993,77,42,"Adverse effect of vaccines and biolg substances, sequela",961,237995,531,44,Chappie,6679,8133,$2307.03,$291.86,$26.55,$13.98
162,87,5,Chronic embolism and thrombosis of unsp popliteal vein,314,166453,422,6,When Willie Comes Marching Home,7780,4992,$4871.53,$304.53,$25.83,$3.38
846,43,1,Other fracture of head and neck of unspecified femur,83,437821,769,54,"History of Future Folk, The",4900,4218,$4334.65,$25.52,$26.65,$22.16
327,6,36,"Path fx in oth disease, r tibia, subs for fx w malunion",909,219272,963,12,Gamera the Brave,2056,10628,$4518.14,$258.83,$36.93,$24.10
840,1,19,"Prsn brd/alit hv veh injured in nonclsn trnsp acc, sequela",307,399506,598,39,Deadly Advice,9693,2512,$3677.86,$164.85,$43.49,$1.30
754,63,17,Other helicopter accident injuring occupant,112,102676,171,80,Napoleon,7635,3435,$4876.59,$72.37,$47.33,$3.93
923,27,13,"Burn of eye and adnexa, part unspecified",427,315171,515,64,Storm Over Asia (Potomok Chingis-Khana),9685,8559,$4254.57,$756.97,$43.38,$10.24
824,68,29,"Other injury of oth intrathoracic organs, sequela",57,208224,815,64,Detroit,5528,3120,$4980.99,$423.00,$25.83,$7.90
348,39,12,"Nondisp oblique fx shaft of l ulna, 7thC",869,422204,673,82,Concussion,4821,8407,$4154.67,$551.72,$46.55,$24.75
323,60,15,"Other secondary chronic gout, unspecified site",209,268755,273,15,Santa Fe,3484,6889,$4093.80,$670.58,$25.22,$12.72
756,31,32,"Disp fx (avulsion) of lateral epicondyle of l humerus, init",612,286713,853,85,"Vie meilleure, Une (Better Life, A)",10575,8762,$3797.78,$364.20,$38.13,$19.80
336,54,39,"Nondisp seg fx shaft of ulna, unsp arm, 7thF",556,409739,284,53,Sympathy for Delicious,9918,10463,$4829.63,$321.96,$26.90,$20.90
465,83,20,Adverse effect of local anesthetics,699,112150,866,73,My Brother Tom,3631,7692,$4574.73,$259.59,$44.99,$10.21
350,8,48,Incomplete uterovaginal prolapse,716,111929,80,10,Wrong Cops,8730,7908,$3072.69,$757.91,$28.56,$2.69
903,84,3,"Occup of 3-whl mv injured in nonclsn trnsp acc nontraf, subs",51,121901,760,100,Mr. Jones,9312,3280,$2115.74,$592.02,$34.81,$19.42
271,34,42,"Corrosion of first degree of unsp toe(s) (nail), init encntr",860,394819,141,95,"God is Great, I'm Not (Dieu est grand, je suis toute petite)",9369,3887,$1114.22,$416.87,$44.66,$15.88
422,91,24,Traumatic rupture of right ear drum,951,177854,687,50,Stick,4381,2428,$1723.39,$27.78,$39.22,$16.62
707,46,48,"Laceration without foreign body of vocal cord, init encntr",175,276308,926,66,Archangel,5461,3058,$2772.07,$435.98,$47.03,$18.10
109,20,48,Autoimmune lymphoproliferative syndrome [ALPS],209,367499,281,43,Sarah Silverman:  We Are Miracles,7250,7796,$3700.41,$557.69,$39.21,$7.38
888,36,6,"Other sprain of other finger, subsequent encounter",100,451887,250,13,Testament,7578,9272,$4912.05,$601.77,$43.83,$19.47
605,52,35,"Nondisp fx of medial phalanx of left middle finger, init",237,233426,30,30,Queen of Blood,8059,5707,$3219.17,$648.54,$26.69,$22.62
457,31,15,Broken internal right hip prosthesis,123,352185,904,56,Satan's Sword (Daibosatsu tôge),2004,10695,$2717.11,$795.32,$38.94,$6.75
220,95,46,"Chronic gout due to renal impairment, left wrist, w/o tophus",415,452397,588,38,Get Him to the Greek,7947,4836,$4004.08,$330.43,$33.99,$4.82
413,71,35,"Major depressv disorder, recurrent, severe w psych symptoms",212,479831,631,1,Space Chimps,4415,3802,$2463.97,$973.24,$42.74,$9.82
734,53,4,"Retained (old) foreign body in ant chamber, bilateral",207,193525,399,99,Hell,10026,8835,$1346.51,$403.57,$34.48,$10.65
924,83,43,"Underdosing of thrombolytic drugs, sequela",362,258151,634,31,Home Movie,5923,6706,$2174.24,$458.80,$29.01,$2.07
568,17,21,Subsequent STEMI of inferior wall,638,436720,174,41,One Body Too Many,2674,8112,$4897.16,$531.48,$47.56,$7.03
696,43,45,"Oth cnsl comp of anesth during pregnancy, third trimester",341,373484,741,66,Thousands Cheer,6947,1769,$3375.79,$384.08,$30.25,$19.23
888,68,42,"Monteggia's fx r ulna, subs for opn fx type I/2 w delay heal",883,226937,787,20,"Double Life of Veronique, The (Double Vie de Véronique, La)",4909,8419,$1162.60,$97.91,$47.24,$9.02
498,35,19,Adverse effect of 4-Aminophenol derivatives,48,464673,782,64,Undefeated,3058,7071,$1184.49,$774.09,$37.33,$6.74
319,23,9,"Oth fx shaft of left fibula, init for opn fx type 3A/B/C",483,228530,855,48,Run Ronnie Run,2485,8031,$4230.41,$930.27,$37.58,$3.55
418,47,4,"Dislocation of C1/C2 cervical vertebrae, sequela",478,143115,51,74,Fuzz,9680,5393,$3217.82,$157.18,$36.98,$14.22
235,71,47,Unsp opn wnd front wall of thorax w/o penet thoracic cavity,633,366124,561,68,"Wrong Arm of the Law, The",7617,2109,$4891.82,$188.39,$31.20,$19.10
77,33,32,"Displ oblique fx shaft of l ulna, 7thQ",183,121427,902,67,How to Seduce Difficult Women,9380,9409,$1254.52,$909.68,$26.13,$7.71
262,7,8,"Rheumatoid bursitis, right elbow",37,277228,355,96,"Waiting Room, The",9324,6031,$3195.29,$311.89,$27.99,$13.66
939,60,30,"Oth intartic fx low end unsp rad, 7thJ",403,384397,508,90,Windy Day (Tuulinen päivä),4322,1020,$1444.18,$785.33,$41.22,$7.04
936,7,10,"Mech compl of internal fixation device of oth bones, subs",798,190485,908,96,Beatdown,2167,4293,$3715.01,$343.21,$28.09,$9.80
9,64,6,"Age-rel osteopor w crnt path fx, unsp ank/ft, 7thG",62,217152,784,94,Hurlyburly,2211,3335,$4979.11,$414.75,$41.21,$15.00
601,84,19,"Intentional self-harm by electrocution, initial encounter",413,277462,830,37,Flicker,4695,6678,$3282.79,$661.66,$38.39,$4.93
368,58,35,"Nondisp commnt fx shaft of unsp tibia, 7thQ",89,102072,555,42,"Adventurer, The",5279,9093,$3777.76,$805.26,$37.60,$4.91
251,28,45,"Traumatic hemopneumothorax, sequela",762,495379,974,54,Mr. Untouchable,5025,2020,$4685.52,$821.45,$31.68,$5.75
4,7,38,"Contact with sword or dagger, undetermined intent, sequela",41,382032,242,100,Siegfried & Roy: The Magic Box,10244,1927,$4004.81,$994.26,$27.09,$5.78
380,47,18,"Maternal care for hydrops fetalis, second trimester, oth",280,179223,239,61,Breaking the Silence: Truth and Lies in the War on Terror,4274,2797,$1153.80,$50.49,$35.31,$22.72
591,31,20,"Toxic effect of thallium, accidental (unintentional)",119,382575,19,39,Léon: The Professional (a.k.a. The Professional) (Léon),1458,9444,$2406.75,$721.09,$46.22,$21.54
531,100,36,"Laceration of anterior tibial artery, right leg, sequela",340,262893,392,40,Bad Santa,9389,1253,$4193.50,$157.45,$36.07,$18.42
657,81,24,"Displ transverse fx left patella, init for opn fx type I/2",647,163196,144,84,Swing Time,8774,6899,$2960.76,$790.07,$25.39,$1.32
333,84,23,Personal history of malignant neoplasm of unsp dgstv org,89,443943,88,22,Immortal Sergeant,5124,9142,$4628.09,$114.28,$35.97,$14.77
817,92,24,"Lacerat extn musc/fasc/tend r rng fngr at forarm lv, init",148,208694,803,69,Call Me Savage,4532,2816,$1972.58,$725.54,$39.74,$10.73
758,24,13,"Occ of anml-drn veh inj in clsn w animal being ridden, sqla",251,359685,797,21,"Little Traitor, The",3667,10975,$3793.37,$940.15,$39.85,$22.32
413,65,34,"Strain extn musc/fasc/tend l idx fngr at wrs/hnd lv, subs",729,458670,737,24,My Boy,1201,5900,$3297.16,$107.64,$36.42,$6.23
840,78,6,"Burn of second degree of right ankle, sequela",747,353841,530,76,"Yobi, The Five-Tailed Fox",3541,7027,$1313.73,$873.43,$47.79,$15.28
745,36,30,Crushing injury of left knee,674,223058,149,87,"Spiders, Part 2: The Diamond Ship, The (Die Spinnen, 2. Teil - Das Brillantenschiff)",6078,10458,$2331.34,$778.45,$26.45,$17.48
946,59,8,Corros 60-69% of body surface w 50-59% third degree corros,84,320438,744,60,Pumzi,10073,5404,$1861.41,$156.53,$41.83,$1.63
43,16,4,Postprocedural bulbous urethral stricture,910,180858,590,6,Crocodile,7297,6811,$1358.00,$831.91,$47.51,$3.53
896,12,23,"Displ spiral fx shaft of rad, l arm, 7thD",432,495433,526,36,"Fast & Furious 6 (Fast and the Furious 6, The)",8887,2285,$4073.42,$675.66,$36.75,$8.40
527,86,44,"Malignant neoplasm of central portion of breast, male",974,361329,516,89,Goliyon Ki Raasleela Ram-Leela,10727,2929,$3250.18,$12.89,$47.91,$21.25
387,24,31,"Person outside bus injured in clsn w hv veh nontraf, subs",984,356429,896,9,Talk Radio,7483,10840,$3101.32,$852.26,$28.39,$15.23
964,76,37,"Prsn brd/alit from bus injured in clsn w 2/3-whl mv, sequela",58,497091,238,81,Still Life (Sanxia haoren),7101,2866,$3850.45,$756.84,$31.57,$6.13
312,63,4,"Sprain of unsp cruciate ligament of left knee, init encntr",629,447020,95,66,Mobsters,9663,3877,$2441.73,$638.82,$49.67,$19.49
315,3,3,Accident with motorized mobility scooter,670,496428,226,38,Charlie Chan in Dangerous Money,8996,2700,$1366.82,$131.86,$25.03,$6.96
509,14,11,"Migraine with aura, intractable",556,207086,637,34,Some Like It Hot,3107,8406,$4934.30,$80.25,$43.94,$19.92
91,48,13,"Other fracture of head and neck of left femur, sequela",222,473615,6,15,Jersey Boys,9660,8359,$2838.49,$856.48,$49.46,$6.11
612,58,11,"Disp fx of shaft of third MC bone, l hand, init for opn fx",894,380600,768,47,"Charge of the Light Brigade, The",4894,1230,$2110.91,$124.68,$41.22,$5.82
311,19,18,"Spondylolisthesis, cervicothoracic region",705,387768,328,84,"If I Want to Whistle, I Whistle (Eu cand vreau sa fluier, fluier)",5831,9582,$3752.42,$778.42,$40.37,$21.77
218,30,13,"Abrasion, left lower leg, initial encounter",162,126714,507,93,How to Deal,2773,10629,$4389.59,$134.42,$44.14,$22.72
424,92,12,"Underdosing of unspecified anesthetics, sequela",511,246555,568,21,"Sicilian Clan, The (Clan des Siciliens, Le)",3272,5578,$1519.71,$613.65,$45.58,$5.95
370,99,33,"Migraine without aura, intractable",293,204821,272,98,Happy Feet Two,3929,2880,$3021.98,$595.22,$41.92,$8.53
111,9,11,"Corrosion of third degree of left scapular region, init",944,248061,587,68,Six-String Samurai,2057,5159,$1207.74,$368.80,$34.65,$2.70
