salesOrderDetailId,baseAmount,stateCode,baseAmountBase,description,requestDeliveryBy,salesOrderId,lineItemNumber,productId,quantity,ouMid,pricePerUnit,pricePerUnitBase,tax,taxBase
877,402,Vestfold,411,"Nondisp transcondy fx r humerus, subs for fx w delay heal",2017/10/01,369,191759,477,8,Trilogy of Terror II,$965.44,$102.55,49,14
356,37,,156,Secondary malignant neoplasm of unspecified digestive organ,2016/09/04,489,410508,439,53,After Alice (Eye of the Killer),$744.72,$377.53,31,12
672,427,,146,"Oth disrd of mid ear and mastoid in dis classd elswhr, bi",2015/01/24,271,331896,921,80,My Architect: A Son's Journey,$703.98,$238.83,31,6
412,94,,408,"Toxic effect of harmful algae and algae toxins, acc, init",2016/06/16,208,469492,371,81,Between Your Legs (Entre las piernas),$751.43,$176.80,32,14
728,438,,314,"Polyhydramnios, unspecified trimester, fetus 3",2016/06/25,666,487601,130,5,Sing Your Song,$952.67,$257.62,42,15
292,47,,233,"Puncture wound w/o foreign body oth prt neck, init encntr",2017/03/21,961,281926,246,26,Men Cry Bullets,$955.87,$140.57,50,10
46,175,Sor-Trondelag,500,"Oth injury of popliteal artery, unspecified leg, subs encntr",2017/09/14,380,304260,383,34,"Secret, The",$664.17,$195.59,29,15
213,321,,346,Visual discomfort,2016/09/11,404,112528,480,67,Around the World,$553.83,$155.33,40,9
531,101,,330,"Other contact with raccoon, initial encounter",2017/07/23,814,209403,107,21,Beetle Queen Conquers Tokyo,$504.77,$299.84,26,1
67,269,,89,Displacement of surgically created arteriovenous shunt,2015/04/19,380,169551,764,93,What's Eating Gilbert Grape,$950.96,$161.64,26,8
175,132,,117,Other superficial bite of wrist,2015/03/06,352,103571,511,11,Chicken Little,$876.64,$219.08,28,5
532,44,,228,Influenza due to certain identified influenza viruses,2018/06/11,93,382608,585,34,Games People Play: New York,$939.40,$244.54,32,1
256,290,,387,"Contusion of right foot, initial encounter",2016/11/07,30,137964,482,20,Charlie's Angels,$609.01,$267.19,38,9
6,435,,321,"Osteochondropathy, unspecified, unspecified shoulder",2016/01/29,163,470346,949,30,Household Saints,$801.19,$235.62,32,13
358,274,,195,Other specified disorders of white blood cells,2015/02/26,207,210245,936,47,"Darkman II: Return of Durant, The",$577.42,$171.60,41,8
488,228,,116,"Inj musc/fasc/tend at shldr/up arm, right arm, init",2018/02/21,872,443154,952,45,No Name on the Bullet,$891.29,$372.13,42,1
939,1,Île-de-France,455,Idiopathic orofacial dystonia,2017/11/28,956,133545,667,89,"Culture High, The",$972.69,$112.45,40,11
774,302,,428,"Ped on oth roll-type ped convey collid w statnry obj, subs",2017/02/07,153,357026,467,52,With a Song in My Heart,$725.30,$107.46,30,8
635,329,Indiana,389,Periostitis of left orbit,2015/03/17,217,272476,850,96,"Glass Bottom Boat, The",$774.61,$169.98,50,11
168,222,,400,"Acute mastoiditis with other complications, bilateral",2016/01/27,168,209046,556,2,Fata Morgana,$855.34,$100.88,25,14
733,58,,136,Wear of artic bearing surface of internal prosth r knee jt,2016/05/02,687,224885,872,94,Trust Me,$814.29,$376.55,35,16
215,219,,110,"Exposure of other implanted mesh into organ or tissue, init",2015/12/17,132,115644,753,58,Frankenstein's Army,$856.23,$290.06,42,23
457,125,,166,"Displ apophyseal fx r femr, 7thN",2016/01/13,146,109493,242,67,"Man from Laramie, The",$824.68,$117.66,50,6
389,248,,159,Congenital viral diseases,2016/07/26,784,313256,22,19,Halloween,$580.79,$22.04,46,8
117,234,,160,"Nondisp fx of mid 3rd of navic bone of r wrs, 7thB",2018/07/27,448,359237,298,37,Mercy,$661.22,$381.69,48,16
98,268,Västernorrland,352,"Driver of amblnc/fire eng injured in traffic accident, init",2016/06/23,631,462018,133,5,Cattle Queen of Montana,$687.12,$228.94,46,10
519,406,,498,Contusion of unspecified thumb without damage to nail,2016/12/10,346,224703,546,54,Cloudy with a Chance of Meatballs 2,$701.87,$143.65,29,1
8,446,,499,"Disp fx of base of neck of unspecified femur, sequela",2017/10/04,705,304665,532,12,"Inheritors, The (Siebtelbauern, Die)",$749.00,$368.28,32,10
733,461,,187,"Nondisp oblique fracture of shaft of right tibia, sequela",2017/12/29,617,128498,9,33,"Last Boy Scout, The",$916.25,$182.19,41,19
321,315,,116,Partial traumatic amputation of right midfoot,2015/09/20,260,253141,818,56,You Can't Win 'Em All,$539.28,$99.56,38,21
17,446,Alsace,195,"Minor laceration of right kidney, subsequent encounter",2017/01/06,334,117390,145,93,"Gunfighter, The",$504.24,$361.80,27,11
831,34,,156,"Cicatricial ectropion of unspecified eye, unspecified eyelid",2016/08/07,453,426709,791,79,"Quiet American, The",$824.50,$48.07,43,22
379,222,Bourgogne,48,"Underdosing of tetracyclines, subsequent encounter",2015/04/27,97,409573,362,52,Vile ,$854.89,$88.49,25,20
517,492,,295,"Nondisp fx of med condyle of r tibia, 7thC",2016/07/26,154,453231,302,37,At the Death House Door,$954.54,$60.30,48,3
900,201,,312,Injury of trochlear nerve,2017/01/08,924,207911,461,71,Stolen Face,$544.57,$192.81,27,19
394,66,,203,"Unsp inj flexor musc/fasc/tend r rng fngr at forarm lv, sqla",2015/11/08,108,118838,904,92,Silent Fall,$616.87,$323.04,40,20
11,289,,489,"Injury of unsp nerve at forearm level, left arm, subs encntr",2018/03/20,814,250823,154,79,Endless Love,$619.12,$178.26,47,7
408,113,,221,"Nondisp fx of unsp tibial spin, 7thF",2018/01/10,371,399896,567,72,Trust the Man,$911.51,$201.52,25,21
720,212,,444,Person outside 3-whl mv injured in clsn w hv veh nontraf,2017/09/08,168,146621,315,53,"Girl, Interrupted",$882.32,$475.56,44,3
302,225,,70,Frostbite with tissue necrosis of knee and lower leg,2017/06/15,941,251116,770,82,Body/Cialo,$821.37,$245.07,33,12
935,24,,411,"Incomplete lesion of L2 level of lumbar spinal cord, init",2015/10/30,922,267144,175,34,"Adventures of Food Boy, The (aka High School Superhero)",$928.62,$76.68,36,1
887,145,,144,"Person on outside of sp off-rd mv injured nontraf, sequela",2016/12/28,849,333299,819,92,I Wish (Kiseki),$510.78,$56.10,25,6
771,466,,190,Abscess of tendon sheath,2015/07/06,403,208271,133,59,This Is the End,$839.36,$28.13,48,7
395,354,,101,Unspecified fracture of ischium,2015/02/26,767,158872,84,55,"Jo Jo Dancer, Your Life is Calling",$873.46,$54.59,30,17
99,355,,198,"Matern care for oth or susp poor fetl grth, unsp tri, fts5",2015/02/05,579,193212,649,73,Just Cause,$603.21,$171.27,48,7
19,32,,20,Chronic tubotympanic suppurative otitis media,2018/07/04,189,325510,443,99,Hands Off the Loot (Touchez pas au grisbi),$657.60,$382.07,34,3
545,18,,337,"Solitary bone cyst, pelvis",2015/05/18,777,338001,910,99,Nine Deaths of the Ninja,$939.67,$80.87,45,20
184,67,,448,"Injury of abducent nerve, unspecified side, sequela",2015/05/02,590,200707,44,1,Low Life,$772.46,$127.65,46,2
98,186,,457,Oth injury of other blood vessels at forearm level,2017/11/23,217,158310,558,32,"Winning of Barbara Worth, The",$826.48,$301.46,42,8
875,192,,28,"Partial traumatic amp of two or more right lesser toes, subs",2015/12/24,655,130503,3,87,Istanbul,$879.48,$303.72,38,2
265,177,,178,"Poisn by unsp agents prim act on the resp sys, undet, subs",2016/01/26,992,393935,821,22,Malta G.C.,$518.95,$119.70,32,12
65,183,,293,"Torus fx upper end of unsp ulna, subs for fx w routn heal",2018/06/06,543,204497,500,83,"Nude Bomb, The",$763.51,$143.80,46,1
330,202,,136,Underdosing of chloramphenicol group,2017/01/18,126,319097,681,22,"Master, The",$958.71,$390.73,43,24
417,334,,185,Pedl cyc driver injured in clsn w oth and unsp mv in traf,2018/08/11,459,128196,430,61,Smooth Talk,$750.00,$456.37,32,16
896,389,,108,"Posterior dislocation of r sternoclav jt, sequela",2015/10/27,100,458945,511,42,Dinosaur,$536.18,$363.09,40,12
60,105,,63,"Papyraceous fetus, unspecified trimester, fetus 5",2018/04/01,976,195476,11,53,Time of the Gypsies (Dom za vesanje),$964.53,$144.77,45,7
795,109,,279,"Unsp injury of msl/tnd of back wall of thorax, sequela",2017/04/02,672,261898,580,72,A Promise,$819.14,$258.68,34,25
996,158,,219,"Unspecified dislocation of left toe(s), initial encounter",2017/09/19,771,101121,266,46,Arsène Lupin,$530.25,$169.54,47,20
394,103,,23,Other injury of unsp muscle and tendon at lower leg level,2017/06/21,463,415301,714,90,Zhou Yu's Train (Zhou Yu de huo che),$905.96,$95.71,49,14
764,169,,30,"Child psychological abuse, confirmed, subsequent encounter",2015/02/27,256,237550,128,19,Particle Fever,$920.77,$365.09,49,20
725,494,,388,"Yaws, unspecified",2017/07/07,707,444520,65,91,Teenage Paparazzo,$910.80,$411.54,35,6
912,100,Leiria,48,"Inj extensor musc/fasc/tend finger at wrs/hnd lv, subs",2018/04/18,635,416888,889,70,"Flying Deuces, The",$731.72,$324.69,36,19
798,472,,429,Unspecified superficial injury of left ankle,2016/09/15,690,364499,421,15,Duck Soup,$837.36,$358.11,26,11
685,401,,95,"Nondisplaced dome fracture of unspecified talus, sequela",2017/01/22,152,423784,648,98,Shipwrecked (a.k.a. Haakon Haakonsen),$690.36,$125.43,41,18
436,239,,281,Silent myocardial ischemia,2015/09/18,436,374008,542,28,Austin High,$502.64,$430.97,44,24
50,351,,400,"Toxic effect of halogenated insect, accidental, sequela",2016/04/26,544,229380,671,87,Geronimo: An American Legend,$952.70,$454.77,50,19
627,53,,432,"Unspecified dislocation of left toe(s), subsequent encounter",2015/03/08,253,383564,754,58,Johnny 100 Pesos (Johnny cien pesos),$768.17,$144.36,30,17
304,233,,74,"Disp fx of low epiphy (separation) of r femr, 7thK",2016/06/06,824,370527,866,73,"Smell of Camphor, Fragrance of Jasmine (Booye kafoor, atre yas)",$906.50,$99.38,28,20
564,186,,128,Oth symptoms and signs involving the circ and resp sys,2016/11/19,59,495013,533,66,Meth,$529.54,$188.65,38,3
972,106,,155,"Mech compl of artif skin grft /decellular alloderm, subs",2016/08/11,877,204132,649,33,Brighton Rock,$834.17,$347.64,33,13
287,338,,293,Influenza due to identified novel influenza A virus,2018/01/21,455,249267,436,51,The Great Spy Chase,$940.43,$2.46,32,19
293,329,,148,"Unsp fracture of upper end of unsp tibia, init for clos fx",2015/05/31,928,361180,988,71,"Fog, The",$501.40,$384.74,37,2
680,293,,484,"Unsp fx shaft of r radius, subs for clos fx w routn heal",2017/09/24,329,232868,18,88,Alice and Martin (Alice et Martin),$789.98,$308.19,30,4
370,374,Île-de-France,422,"Keratoconus, unstable, unspecified eye",2018/01/18,359,288077,333,66,Hard to Kill,$906.03,$406.41,50,4
352,71,,4,"Toxic effect of organic solvents, accidental, sequela",2018/03/12,303,152141,943,96,"Artist and the Model, The (El artista y la modelo)",$634.70,$123.77,37,13
85,361,,63,Corrosion of second degree of left ear,2015/06/09,714,372316,425,30,Heartbreak Hotel,$600.13,$4.50,45,6
323,152,Louisiana,414,"Oth injury of dorsal vein of right foot, init encntr",2016/03/08,870,252408,68,71,Wings,$846.15,$398.11,26,4
931,380,Bourgogne,55,"Post-traumatic hydrocephalus, unspecified",2016/05/04,969,336108,778,18,Playing for Time,$617.43,$180.54,50,23
365,381,,263,"Displ midcervical fx r femur, subs for clos fx w delay heal",2015/10/24,130,129645,224,78,Watching the Detectives,$540.01,$374.70,41,7
310,318,Nord-Pas-de-Calais,124,"Disp fx of med phalanx of unsp fngr, subs for fx w malunion",2016/01/29,336,417366,849,86,Path to War,$932.86,$66.69,48,2
204,270,,330,"Nondisp fx of navicular of left foot, init for opn fx",2018/06/05,178,483002,417,41,"Ella Lola, a la Trilby",$658.53,$233.82,45,14
628,233,,140,Congenital shortening of left upper limb,2016/08/05,888,175589,488,52,Memory,$590.85,$446.56,29,9
195,408,,139,"Athscl unsp type bypass of the extrm w rest pain, oth extrm",2017/03/11,181,133780,792,27,For the Boys,$656.34,$485.55,49,18
91,398,,156,"Laceration of posterior tibial artery, right leg, subs",2017/01/08,486,459431,556,94,My Dog Tulip,$946.72,$210.61,40,21
697,129,,294,Person on outside of car injured in collision w car in traf,2017/06/18,838,188560,288,72,The Horribly Slow Murderer with the Extremely Inefficient Weapon,$917.60,$272.11,34,17
435,42,,358,"Legal intervnt w injury by tear gas, bystand inj, sequela",2016/07/14,793,115490,190,96,Life of Crime,$707.50,$459.72,47,18
451,46,,342,Azoospermia due to infection,2018/06/25,536,118371,410,66,Visioneers,$751.88,$1.06,31,22
1000,261,,107,Encounter for other specified postprocedural aftercare,2015/05/08,285,460028,733,42,Capone,$566.60,$268.38,26,6
943,66,,69,"Displaced oblique fracture of shaft of left tibia, sequela",2018/07/21,302,432367,632,82,Maiden's Cheek (To xylo vgike apo ton Paradeiso),$783.80,$284.86,37,8
712,302,Stockholm,265,Satisfactory cervical smear but lacking transformation zone,2017/12/15,461,196199,976,36,Sincerely Yours,$668.10,$339.82,43,16
44,98,,179,"Unsp opn wnd l bk wl of thorax w penet thor cavity, sequela",2017/02/14,783,227458,586,96,"Show, The",$946.05,$405.68,48,15
431,460,,38,"Injury of facial nerve, right side, subsequent encounter",2015/04/16,607,276797,888,81,Chesty: A Tribute to a Legend,$729.95,$94.30,45,1
374,36,,229,"Pnctr w/o fb of abd wall, left low q w penet perit cav, sqla",2015/05/23,536,192505,957,68,"Three Brothers 2, The (Les trois frères, le retour)",$929.75,$120.92,34,11
940,336,,158,"Pathological fracture in other disease, hip, unspecified",2016/03/09,602,166209,375,67,"Abandoned, The",$809.73,$145.94,37,15
731,230,,225,Adverse effect of oral contraceptives,2017/09/23,354,149482,372,45,Divine Trash,$715.18,$391.46,26,17
701,22,,205,"Complete traumatic amp of right foot at ankle level, subs",2015/07/26,536,367149,703,79,Moving,$500.73,$381.27,49,16
294,467,,399,"Inj l int crtd,intcr w LOC w dth d/t oth cause bf consc,subs",2016/03/14,85,492273,865,21,Samoure,$900.65,$55.69,29,3
568,387,,362,"Oth nondisp fx of lower end of left humerus, init",2015/01/25,290,283858,363,40,911 in Plane Site,$515.09,$21.12,26,24
398,341,,91,Encounter for other prophylactic surgery,2016/07/24,223,290939,72,65,"5 Deadly Venoms, The (Wu du) (Five Deadly Venoms)",$674.87,$193.16,30,13
535,326,,97,"Term delivery with preterm labor, second trimester",2016/10/24,144,351094,493,36,The Missouri Breaks,$841.07,$181.64,39,11
898,425,Île-de-France,61,"Nondisp fx of proximal phalanx of right lesser toe(s), init",2015/10/01,954,150897,219,44,Joe's Palace,$645.84,$317.12,28,15
214,120,,214,"Nail entering through skin, initial encounter",2017/02/07,388,196312,60,12,"Tender Hook, The (Boxer and the Bombshell, The)",$816.30,$342.71,40,3
311,341,,212,"Contact with sharp glass, undetermined intent, sequela",2016/06/16,920,296218,992,39,Tenure,$552.57,$418.60,41,8
696,99,,339,"Car driver injured in clsn w nonmtr vehicle in traf, sequela",2017/01/04,613,429482,775,12,Back to the Future,$741.25,$230.24,28,2
391,461,,480,Toxic effect of nitrogen oxides,2016/03/31,101,431343,699,75,My Friend Henry (Ystäväni Henry),$747.95,$383.10,34,21
909,5,Nova Scotia,113,"Trochanteric bursitis, right hip",2015/06/15,355,220249,735,100,Black Bread (Pa Negre),$619.30,$412.43,41,14
719,134,Braga,3,"Contusion of unsp ring finger w damage to nail, subs encntr",2017/02/16,49,360924,220,18,Ballerina (La mort du cygne),$728.07,$373.48,34,5
488,355,,444,Hemophilus meningitis,2016/07/03,761,156607,607,89,Everyone Says I Love You,$671.38,$4.85,38,2
430,377,,232,Occup of hv veh injured in nonclsn trnsp accident in traf,2018/05/22,34,131965,883,13,Double Trouble,$894.04,$62.27,29,18
190,359,,120,Strain intrns musc/fasc/tend r little finger at wrs/hnd lv,2018/09/02,749,147552,19,94,Very Annie Mary,$535.64,$185.15,27,18
420,338,,387,Other secondary osteonecrosis of unspecified carpus,2015/10/09,938,251655,493,71,"Glass-blower's Children, The (Glasblåsarns barn)",$968.53,$312.71,47,22
868,104,,64,"Osteochondrosis (juvenile) of metacarpal heads, right hand",2015/09/01,858,147383,784,59,The Fox and the Hare,$731.81,$48.99,48,11
472,357,,27,Benign neoplasm of left lacrimal gland and duct,2017/02/10,819,157891,274,38,"Long Night, The",$853.65,$142.86,47,3
964,54,,195,Angiostrongyliasis due to Parastrongylus cantonensis,2017/03/30,338,438525,74,85,Bullitt,$587.20,$308.46,39,16
524,320,,194,Unspecified kyphosis,2017/05/21,327,158237,509,95,Beyond Justice,$761.22,$127.53,41,1
467,126,,234,"Nondisp fx of med condyle of unsp femr, 7thB",2015/09/05,931,303471,11,64,Holiday Inn,$927.83,$328.50,28,7
858,305,Stockholm,486,Gastric varices,2017/03/13,572,144868,951,61,Hallelujah I'm a Bum,$667.31,$392.27,29,5
608,300,,356,Chronic obstructive pulmon disease w acute lower resp infct,2017/07/18,531,290719,945,56,Mirage,$625.84,$92.47,38,13
419,392,,21,Malignant otitis externa,2015/02/16,739,362870,500,3,"Game Plan, The",$997.69,$494.26,42,9
623,321,,119,"Pneumococcal arthritis, shoulder",2017/07/13,204,406224,897,11,Teen Wolf,$602.22,$178.25,43,25
92,413,,208,"Displaced avulsion fracture of left ilium, sequela",2018/01/02,885,361589,114,48,Tortilla Soup,$507.63,$474.05,41,16
422,487,Dalarna,417,"Poisoning by antirheumatics, NEC, undetermined",2015/07/09,786,130841,790,12,No Distance Left to Run,$770.32,$3.35,47,19
766,312,,181,"Poisoning by unsp anesthetic, undetermined, subs encntr",2015/08/23,133,415815,644,96,Quality Street,$571.88,$376.30,38,22
653,323,,129,"Ant disp fx of sternal end r clavicle, 7thD",2016/09/25,171,219624,325,94,Defending Your Life,$654.95,$348.60,34,6
445,449,,347,"Unspecified injury of pleura, sequela",2015/07/19,941,129422,827,15,Wirey Spindell,$871.92,$5.95,38,1
298,317,,200,"Nondisp segmental fracture of shaft of unsp fibula, init",2017/10/10,545,185043,8,24,Mata Hari,$565.72,$329.90,47,21
533,408,,463,"Corrosion of third degree of left scapular region, sequela",2015/04/10,529,316853,842,85,Future Cops (Chao ji xue xiao ba wang),$786.92,$19.16,50,14
46,164,Picardie,17,"Burn unsp deg of unsp site right lower limb, ex ank/ft, subs",2016/02/22,490,139442,191,7,On His Own (a.k.a. My Apprenticeship) (V lyudyakh),$539.35,$263.06,44,7
123,259,,420,"Age-rel osteopor w current path fracture, unsp hand, sequela",2016/05/30,576,497307,245,82,"Den tatuerade änkan (Tattooed Widow, The) ",$636.53,$68.62,39,9
727,491,,187,"Poisoning by penicillins, intentional self-harm, sequela",2016/03/17,99,396419,125,96,Hulk Vs.,$617.98,$341.47,41,6
902,175,,151,Car passenger injured in collision w statnry object nontraf,2016/09/29,345,441992,626,82,North Shore,$600.91,$173.19,43,22
942,470,,400,"Poisoning by smallpox vaccines, accidental, sequela",2015/01/24,452,238515,760,31,Pick-up Summer (Pinball Summer),$898.35,$73.45,34,9
172,273,,176,"Laceration of bronchus, unspecified, initial encounter",2018/09/08,544,123942,867,28,Irma Vep,$891.89,$386.20,27,13
986,375,,95,"Maternal care for oth abnlt of pelvic organs, first tri",2017/07/02,682,418261,273,15,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La)",$875.65,$334.74,48,17
136,110,Värmland,433,"Laceration of popliteal artery, right leg, subs encntr",2017/01/28,571,374276,390,13,Forbidden Games (Jeux interdits),$711.80,$40.76,47,14
403,319,,177,Postprocedural urethral stricture,2016/10/05,818,277135,642,20,Ararat,$619.06,$486.11,46,24
787,372,,492,"Infect/inflm reaction due to int fix of left humerus, subs",2015/09/17,41,451358,333,8,Beauty and the Boss,$626.60,$167.94,25,15
33,401,,413,Vis def/sptl nglct following other ntrm intcrn hemorrhage,2017/07/05,986,221386,572,55,The Living Magoroku,$936.13,$460.77,25,9
334,41,,370,"Barton's fracture of r radius, subs for clos fx w routn heal",2016/12/11,138,131237,879,78,Frank,$942.55,$394.68,48,4
64,33,,497,"Ring corneal ulcer, right eye",2018/03/04,664,209483,551,21,"Terror's Advocate (Avocat de la terreur, L')",$955.85,$473.77,27,15
936,201,,50,"Toxic effect of beryllium and its compounds, assault",2015/12/17,571,110618,315,88,Warning from Space (Uchûjin Tôkyô ni arawaru),$533.66,$485.66,27,11
769,404,,277,"Type III traum spondylolysis of fifth cervcal vert, sequela",2017/04/23,706,332954,96,8,Lifted,$612.56,$169.70,28,2
775,127,,411,Toxic effect of sulfur dioxide,2016/09/14,588,302387,922,48,Cockfighter,$984.80,$310.02,29,8
15,398,,424,"Displaced assoc transv/post fx left acetab, init for opn fx",2017/05/26,84,293798,310,28,Class of 1984,$587.72,$246.99,39,1
279,316,,210,"Sltr-haris Type III physl fx low end ulna, l arm, 7thK",2016/11/11,265,280559,328,10,Paranoia Agent,$812.33,$493.48,44,10
919,347,,243,Sarcoma of dendritic cells (accessory cells),2016/04/01,624,425855,666,15,Rio 2,$628.50,$68.38,28,9
519,65,,298,"Other secondary chronic gout, left hip, without tophus",2017/09/10,38,487271,525,41,Game of Chance (Onnenpeli),$604.80,$114.98,41,10
846,102,,332,"Basal cell carcinoma skin/ unsp upper limb, inc shoulder",2015/04/10,478,251317,101,21,Take Me Out to the Ball Game,$619.02,$274.53,49,14
573,104,,37,"Capsular contracture of breast implant, sequela",2015/03/23,121,100688,635,94,Funky Forest: The First Contact,$687.40,$189.84,34,3
684,433,Leiria,55,"Displaced longitudinal fracture of unsp patella, sequela",2018/02/06,628,297943,910,41,Naturally Native,$888.89,$63.15,46,25
622,15,,92,Unsp bus occupant injured in clsn w oth and unsp mv in traf,2016/06/26,437,133141,193,1,Miami Rhapsody,$529.58,$162.82,48,4
492,142,,388,"Other meniscus derangements, other lateral meniscus",2017/06/06,94,357771,949,25,Private Property (Nue propriété),$792.43,$309.44,35,12
387,46,,99,Malignant neoplasm of endocervix,2015/05/18,234,235988,162,19,Of Snails and Men (Despre oameni si melci),$721.30,$166.70,25,10
920,192,,345,Congenital renal cyst,2018/03/19,739,404881,861,80,Freaks,$873.91,$59.31,47,10
80,76,,106,"Unsp foreign body in bronchus causing oth injury, init",2016/07/31,88,453860,531,58,Koi... Mil Gaya,$775.71,$283.45,47,15
296,279,,64,Other specified mononeuropathies of bilateral upper limbs,2018/05/19,843,110023,492,2,Rosetta,$802.77,$179.14,32,2
916,396,Provincie Zuid-Holland,469,"Nondisp fx of olecran pro w intartic extn unsp ulna, 7thF",2016/07/28,415,100924,181,27,"Last Days, The",$843.63,$437.80,30,20
116,338,,191,"Tox eff of corrosv acids and acid-like substnc, asslt, subs",2015/07/04,511,279823,146,59,Burn! (Queimada),$599.22,$344.43,50,5
208,185,,452,"Nondisp fx of ant wl of unsp acetab, 7thD",2017/12/26,88,356568,97,43,Over the Edge,$859.61,$241.30,28,19
819,2,,326,"Major laceration of right carotid artery, sequela",2018/09/03,171,267207,776,51,Grumpy Cat's Worst Christmas Ever,$662.05,$49.62,42,10
314,128,,152,"Poisoning by iminostilbenes, undetermined, subs encntr",2017/01/27,998,256056,505,15,Baby Mama,$746.71,$231.68,32,22
301,175,,175,"Inj musc/tend the rotator cuff of unsp shoulder, sequela",2017/02/20,93,375559,235,56,Angel in Cracow (Aniol w Krakowie),$917.64,$99.74,33,17
709,286,,99,Other anterior dislocation of left hip,2015/08/25,644,243886,787,74,One from the Heart,$973.31,$493.95,35,4
40,18,,214,"Person outside 3-whl mv inj in clsn w hv veh in traf, init",2018/08/01,788,391972,549,13,Homeward Bound: The Incredible Journey,$606.17,$58.73,48,9
516,3,,355,"Nondisp fx of base of nk of l femr, init for opn fx type I/2",2015/10/19,706,212523,247,23,"Set-Up, The",$730.46,$421.15,48,22
705,74,,176,Postprocedural respiratory failure,2017/10/13,590,324768,564,89,"Jour se lève, Le (Daybreak)",$856.42,$434.88,36,20
64,254,,484,"Unspecified open wound, right lower leg, initial encounter",2017/04/18,680,146535,272,53,I Got the Hook Up,$891.39,$116.37,39,12
985,262,,111,"Oth comp specific to multiple gest, third trimester, unsp",2018/08/30,72,436585,440,10,Wrong,$501.06,$326.50,46,8
400,218,,391,"Burn of third degree of unspecified toe(s) (nail), sequela",2016/07/08,154,471140,932,78,Loving Leah,$724.38,$180.21,42,24
546,282,Île-de-France,174,"Other superficial injuries of unspecified thumb, subs encntr",2015/10/18,89,432653,325,39,"Ronde, La",$542.99,$187.06,38,21
513,391,,281,Lacerat extensor musc/fasc/tend right thumb at wrs/hnd lv,2015/10/03,460,282841,116,69,Aziz Ansari: Intimate Moments for a Sensual Evening,$932.92,$376.67,40,16
666,414,,459,"Laceration of muscle, fascia and tendon of lower back",2016/09/18,938,350417,506,85,Little Girl (La pivellina),$935.79,$473.98,39,22
860,182,,233,Laceration of popliteal vein,2015/02/22,992,129379,779,35,"Gentlemen Don't Eat Poets (Grotesque, The)",$868.45,$135.62,29,20
731,226,,463,"Burn of second degree of left elbow, sequela",2017/01/09,333,106587,913,94,Max Keeble's Big Move,$647.46,$396.41,46,5
788,239,,80,"Nondisp fx of base of nk of l femr, 7thQ",2016/04/28,59,165057,905,36,Goodfellas,$691.11,$183.28,43,19
771,104,Texas,360,"Burn of unspecified degree of lower back, initial encounter",2016/01/04,635,267637,924,79,Accident (Yi ngoi),$885.02,$350.68,39,18
499,396,,354,"Contusion of right lower leg, initial encounter",2015/10/02,213,425628,598,51,Stella Maris,$686.75,$4.47,34,20
500,401,,53,"Other bursitis of elbow, left elbow",2015/01/29,294,399502,998,9,Patty Hearst,$984.92,$390.31,50,7
772,180,Rhône-Alpes,102,"Prsn brd/alit pedl cyc inj in clsn w statnry object, subs",2018/06/06,983,324052,717,96,"Fountainhead, The",$605.87,$87.54,27,22
728,224,Guerrero,138,Actinomycotic encephalitis,2016/04/15,855,437236,715,73,We Are The Night (Wir sind die Nacht),$875.02,$37.90,30,13
394,55,,142,"Displ spiral fx shaft of rad, l arm, 7thN",2015/08/26,681,256788,457,13,Dead Man Running,$864.24,$275.27,41,2
980,402,,325,"Radial collateral ligament sprain of right elbow, subs",2015/06/21,699,139348,898,70,Levitated Mass,$672.87,$32.19,32,24
739,9,,148,"Lacerat extn musc/fasc/tend at forarm lv, right arm, init",2016/01/02,358,186167,588,34,Stella Street,$707.29,$388.39,39,5
385,30,,455,"Nondisp fx of lateral cuneiform of unsp ft, 7thK",2016/04/26,891,147064,59,70,Drunken Angel (Yoidore tenshi),$733.04,$304.74,41,18
974,395,,90,"Laceration of musc/fasc/tend at forarm lv, left arm, init",2015/06/29,223,475953,812,27,Alphabet City,$916.18,$198.45,32,3
873,486,,155,"Struck by other sports foot wear, subsequent encounter",2016/12/16,141,372920,963,99,Sekirei,$590.23,$494.22,39,10
112,26,,453,"Myositis ossificans traumatica, other site",2015/01/26,811,464398,152,41,Imagine: John Lennon,$675.19,$369.64,32,3
22,60,,289,Diabetes due to undrl condition w diabetic mononeuropathy,2015/09/09,45,432602,600,5,"Human Scale, The",$766.41,$312.20,42,1
353,76,,287,"Capslr glaucoma w/pseudxf lens, right eye, severe stage",2018/04/07,922,429273,743,66,Red Heat,$678.61,$31.99,48,16
589,376,,276,Fibrosis due to nervous system prosth dev/grft,2016/07/19,397,313762,301,56,Moonlight Mile,$746.98,$351.99,47,8
608,72,,416,"Occup of special agri vehicle injured nontraf, sequela",2018/01/11,760,291474,952,27,Food (Jídlo),$971.28,$219.99,27,15
625,279,,223,"Corrosion of first degree of unspecified palm, subs encntr",2016/06/14,294,115232,609,33,"Drowning Pool, The",$585.60,$317.78,32,16
816,34,,106,"Unspecified superficial injury of lip, initial encounter",2016/08/27,684,196953,214,84,"City of No Limits, The (la ciudad sin límites, En)",$892.56,$329.80,40,11
386,325,,297,"Injury of femoral nrv at hip and thi lev, right leg, subs",2016/07/21,677,266285,925,58,"Cell 2, The",$796.81,$308.79,50,12
