productId,createdOn,name,defaultUoMid,description,productTypeCode,stateCode
556,2019-03-18,Ventosanzap,"Spy Who Came in from the Cold, The","Oth cause of accidental non-transport drown, init",62135-984,90305
864,2016-07-28,Biodex,Putin's Kiss,"Nondisp fx of med condyle of r femr, 7thE",56136-007,4560-832
358,2017-05-05,Alphazap,Rusalochka (The Little Mermaid),Other specified problems related to upbringing,67510-0503,33405
94,2015-04-13,Otcom,Scooby-Doo,"War operations involving oth fire/hot subst, civilian",67345-6080,45630-000
817,2015-02-12,Solarbreeze,"Tree, The","Contusion of esophagus (thoracic part), initial encounter",47335-671,181 72
245,2015-11-02,Tampflex,"Sniper, The","Acute reactive otitis externa, right ear",49520-201,74311 CEDEX
251,2016-02-03,Keylex,Wishmaster 2: Evil Never Dies,"Contact with recreational machinery, sequela",68669-135,
385,2019-12-27,Aerified,Trilogy: The Weeping Meadow (Trilogia: To livadi pou dakryzei),"Occup of hv veh inj in clsn w statnry object nontraf, init",39765-002,
168,2018-10-08,Wrapsafe,"Thief Who Came to Dinner, The","Reiter's disease, unspecified wrist",21695-326,
767,2017-01-05,Asoka,"Crimson Rivers, The (Rivières pourpres, Les)","Suprvsn of preg w insufficient antenat care, second tri",11383-253,50000
413,2017-08-16,Sonsing,Gossip,"Terrorism w fire/hot subst, publ sfty offcl injured, init",68025-040,
538,2016-04-04,Stronghold,Toni,Oth injury of blood vessel of right middle finger,64117-220,141662
477,2017-03-25,Keylex,How to Stuff a Wild Bikini,"Asphyxiation due to being trapped in a car trunk, accidental",52125-419,
919,2017-04-21,Latlux,3 on a Couch (Three on a Couch),Monoplg low lmb following cerebral infrc affecting unsp side,68196-800,
495,2020-12-07,Aerified,Cold Showers (Douches froides),"Nondisp fx of med condyle of l femr, 7thQ",49288-0927,94598 CEDEX 2
415,2020-07-26,Tempsoft,Ruby & Quentin (Tais-toi!),"Inj msl/tnd lng extn msl of toe at ank/ft level, unsp foot",68516-5214,950-3341
768,2019-04-28,Span,Blast,"I/I react d/t other nrv sys device, implnt or graft, init",52380-1274,
584,2016-05-30,Voyatouch,"Matter of Dignity, A (To teleftaio psema)",Enlargement of unspecified orbit,62670-4780,
164,2020-03-17,Quo Lux,"Trials of Cate McCall, The",Presence of artificial knee joint,16590-031,84274 CEDEX
884,2015-11-03,Hatity,Voices from the List,Muscle spasm,65862-079,47-113
149,2019-06-11,Treeflex,Someone Like You (Unnaipol Oruvan),"Oth athscl nonaut bio bypass of the extrm, bilateral legs",0409-3815,
490,2018-09-02,Zamit,To Be Takei,"Displaced subtrochnt fx left femur, init for opn fx type I/2",54868-5356,8468
827,2015-08-03,Solarbreeze,Carrie,"Driver of 3-whl mv injured in clsn w oth mv nontraf, init",60760-211,
471,2016-10-05,Latlux,Wodehouse In Exile,Hemiplga following ntrm subarach hemor aff right nondom side,52959-167,
831,2019-09-21,Voyatouch,Piggy,"Driver of hv veh injured in clsn w pedl cyc nontraf, subs",53808-0379,
609,2015-06-15,Tampflex,Modern Romance,Other benign neoplasm of other parts of uterus,49349-154,3010
536,2020-07-05,Zaam-Dox,Enduring Love,"Pathological fracture in other disease, unsp femur, sequela",68196-124,
524,2017-01-01,Tin,Arthur and the Invisibles,Car occupant injured in collision with pedestrian or animal,57237-013,88680
612,2016-06-07,Ventosanzap,Scary Movie 5 (Scary MoVie),Acquired stenosis of r ext ear canal secondary to trauma,49348-111,
771,2016-04-10,Solarbreeze,"Embalmer, The (Imbalsamatore, L')",Unsp superficial injuries of right front wall of thorax,49781-036,
134,2020-06-28,Zaam-Dox,Restraint,"Struck by other mammals, subsequent encounter",68472-063,
934,2020-06-17,Zontrax,"Trial, The (Procès, Le)","Burn of unsp deg mult fingers (nail), including thumb",57520-0501,
798,2017-10-27,Zamit,"Cry, the Beloved Country","Milt op involving fragmt from munitions, civilian, sequela",55910-685,692338
710,2020-03-13,Flexidy,Singh Is Kinng,Oth venous comp following an ectopic and molar pregnancy,16571-302,
563,2020-03-04,Zoolab,"Edison, the Man","Cataract (lens) fragmt in eye fol cataract surgery, r eye",52685-392,
450,2018-04-29,Zaam-Dox,"Great Locomotive Chase, The",Acute follicular conjunctivitis,67877-169,
772,2019-02-04,Bytecard,G.I. Joe: A Real American Hero (G.I. Joe: The MASS Device),Cellulocutaneous plague,52685-388,G8A
603,2016-04-19,Voyatouch,Police Academy 3: Back in Training,Snoring,50332-0106,
834,2016-09-05,Stringtough,"Boy Friend, The","Crushing injury of unspecified thumb, subsequent encounter",60793-145,
254,2016-04-02,Viva,7 Men from Now (Seven Men from Now),Comp of attempt introduce of fertilized ovum fol in vitro,0259-1102,236 41
188,2015-11-30,Biodex,Alaska,Anaphylactic reaction due to advrs eff drug/med prop admin,70253-078,192289
518,2020-12-25,Viva,Guernica,"Unspecified injury of right Achilles tendon, init encntr",64725-0161,78050
138,2020-02-13,Vagram,S.F.W.,"Cystoid macular edema following cataract surgery, left eye",57896-941,
882,2018-10-22,Alphazap,"Steam Experiment, The",Passenger in hv veh injured in clsn w 2/3-whl mv in traf,30142-647,77895-000
629,2016-07-09,Bigtax,Greed,"Minor laceration of left internal jugular vein, sequela",42411-022,
277,2017-12-30,Kanlam,Hi Diddle Diddle,"Nondisp fx of shaft of 4th MC bone, r hand, 7thD",51138-066,94140
136,2020-12-05,Zoolab,Waking Life,"Sltr-haris Type I physeal fracture of right metatarsal, 7thK",0228-3155,3830-752
678,2016-03-29,Sonair,"Ballad of Ramblin' Jack, The","Carpal tunnel syndrome, unspecified upper limb",0574-0116,4650-752
19,2016-11-01,Rank,Maid in Manhattan,"Stress fracture, right hand, sequela",10812-233,3310
61,2019-07-18,Overhold,"Deal, The","Corros second degree of unsp mult fngr, inc thumb, init",99207-290,80804
143,2020-08-08,Latlux,Friday the 13th Part IV: The Final Chapter,"Chronic angle-closure glaucoma, left eye",42002-428,
663,2018-07-14,Aerified,"Royal Scandal, A",Ophthalmological drugs and preparations,0179-0147,
702,2017-03-10,Tampflex,Great Expectations,"Unsp soft tissue disord related to use/pressure, unsp up arm",0603-3740,286-0221
775,2019-03-11,Tempsoft,"Story of Mankind, The","Nondisp fx of med cuneiform of l ft, 7thD",61919-293,4415-761
616,2015-04-04,Flowdesk,"Green Mile, The","Tuberculosis of eye, unspecified",11822-0588,
359,2015-11-16,Tres-Zap,"Oh, Sun (Soleil O)","Shoulder lesion, unspecified, right shoulder",49999-909,
710,2019-04-16,Span,Killshot,"Laceration of muscle and tendon of unsp wall of thorax, init",26050-112,
453,2016-06-15,Bamity,"Best and the Brightest, The","Milt op involving explosion of marine mine, civilian",50795-1001,309092
363,2015-10-31,Sonsing,Andy Hardy's Double Life,"Blister (nonthermal) of unspecified elbow, initial encounter",51672-1289,3502
95,2018-10-02,Otcom,Sweet Smell of Success,"Fx unsp prt of nk of r femr, 7thF",11673-299,4730-300
239,2016-08-27,Flowdesk,Connections,"Unstable burst fx first thor vertebra, init for opn fx",42023-109,7220-043
525,2017-08-19,Redhold,"Mill and the Cross, The","Corros third degree of single l finger except thumb, sqla",49371-047,
627,2018-05-29,Flowdesk,"Oslo, August 31st (Oslo, 31. august)","Chronic periodontitis, unspecified",76335-004,
767,2020-10-13,Latlux,"Spook Who Sat by the Door, The",Angiodysplasia of colon with hemorrhage,0591-5442,
88,2019-11-03,Latlux,"Scarlet Dove, The (Tulipunainen kyyhkynen)","Underdosing of other antidysrhythmic drugs, subs encntr",21220-128,07013
783,2018-04-10,Andalax,The Bloody Olive,"Open bite of unspecified wrist, initial encounter",21695-295,99981
60,2019-07-01,Namfix,Winchester '73,"Legal intervnt w oth means, law enforc offl injured, subs",36987-1542,
700,2017-09-26,Wrapsafe,Dickson Experimental Sound Film,"Disorder of lipoprotein metabolism, unspecified",62670-4812,
563,2018-05-07,Fintone,D.O.A.,"Minor lacerat great saph at hip and thi lev, left leg, sqla",55154-4901,
212,2020-12-13,It,187 (One Eight Seven),"Nondisp fx of unsp tibial spine, init for clos fx",43742-0256,
832,2019-03-19,Rank,"Girl Cut in Two, The (Fille coupée en deux, La)","Laceration of blood vessel of unspecified thumb, init encntr",21695-656,44200-000
589,2016-09-30,Bitchip,Brother,"Other spacecraft accident injuring occupant, sequela",55504-0230,E1C
702,2020-02-06,Cardify,Mickey's Once Upon a Christmas,Cellulitis of perineum,41520-371,6811
970,2017-07-14,Cookley,Bright Lights (Adventures in Africa),"Displaced fracture of body of unspecified calcaneus, sequela",0268-0844,652878
412,2019-08-15,Stringtough,Restless (Levottomat),"Disp fx of lunate, unsp wrist, init encntr for open fracture",51079-216,35198-000
504,2019-08-11,Greenlam,We Are Legion: The Story of the Hacktivists,Unsp physeal fracture of upper end of unspecified fibula,75977-8143,
420,2015-05-11,Redhold,"Player's Club, The","Drug/chem diab with severe nonp rtnop with mclr edema, l eye",49614-188,75837 CEDEX 17
983,2019-04-14,Cardify,"Scar, The (Blizna)","Other superficial bite of unspecified great toe, init encntr",35418-111,
564,2018-03-27,Job,"Fixer, The","Corrosion of first degree of back of left hand, init encntr",10578-023,2342
591,2017-12-02,Mat Lam Tam,"Leopard Son, The","Unspecified injury of other part of colon, subs encntr",42254-269,
440,2015-07-02,Y-find,Black & White & Sex,"Open bite of left great toe with damage to nail, subs encntr",37205-674,3053
49,2017-08-06,Bitwolf,"Water Horse: Legend of the Deep, The",Other superficial bite of abdominal wall,57469-004,30260
535,2019-05-02,Redhold,Unknown White Male,"Stenosis due to nervous system prosth dev/grft, init",11701-628,37540-000
511,2018-02-20,Quo Lux,Lettera Amorosa,Civilian aircraft in air trnsp accident w military aircraft,55648-906,
805,2015-06-09,Sonsing,Pigskin Parade,"Burn of third degree of unspecified forearm, subs encntr",51346-017,4970-150
711,2016-09-05,Bamity,Just Like Us,"Other specified injuries of vocal cord, initial encounter",0054-0085,75120
106,2019-08-12,Zaam-Dox,"Legend of Sleepy Hollow, The","Posterior subluxation of right radial head, init encntr",59762-5019,
913,2019-04-30,Rank,"Spider's Stratagem, The (Strategia del ragno)",Unspecified foreign body in larynx causing asphyxiation,55910-308,
365,2016-06-24,Bigtax,Fantastic Four,"Osteochondropathy, unspecified, right forearm",52125-744,
579,2020-02-02,Latlux,Bulletproof Monk,"Other specified injury of inferior mesenteric vein, sequela",55154-5042,
440,2016-07-02,Stringtough,Enid Is Sleeping,"Poisoning by MAO inhib antidepressants, assault, subs",57955-5082,
821,2019-01-01,Cookley,Stupid Boy (Garçon stupide),"Displacement of femoral arterial graft (bypass), subs encntr",24385-039,75604 CEDEX 12
858,2018-07-01,Sub-Ex,"Visitor, The (Muukalainen)",Athscl native arteries of left leg w ulceration of calf,68094-503,
945,2019-02-27,Cardguard,"Deadly Companions, The","Unspecified open wound, unspecified lower leg",36987-2259,1301
448,2018-08-21,Treeflex,Too Much Sleep,"Sltr-haris Type I physeal fx upper end of humerus, left arm",0597-0047,
130,2016-01-16,Cardguard,"Everlasting Piece, An","Tox eff of corrosv alkalis & alk-like substnc, slf-hrm, init",63187-185,
174,2018-08-04,Bitwolf,"3 Rooms of Melancholia, The (Melancholian 3 huonetta)","Disp fx of proximal phalanx of right thumb, init for clos fx",58118-7915,
321,2016-07-19,Zamit,After Tiller,"Burn of third degree of unspecified lower leg, init encntr",62756-519,392999
837,2020-03-27,Zoolab,"Lawless, The","Burn of third degree of lip(s), sequela",54868-5771,
542,2020-04-10,Namfix,London,Burn due to water-skis on fire,0781-1223,
653,2019-09-04,Kanlam,Night of the Living Dead 3D,"Forced landing of private fix-wing arcrft inj occupant, init",0781-7241,42285
742,2015-01-03,Aerified,Not Cool,"Crushing inj unsp part(s) of r wrist, hand and fingers, subs",64616-038,
667,2016-03-30,Vagram,Sparks,"Disp fx of navicular of unsp foot, init for opn fx",0054-4130,78-301
541,2019-05-26,Bytecard,BURN-E,"Occup of hv veh injured in clsn w unsp mv in traf, sequela",0169-1837,
121,2019-06-05,Zaam-Dox,Off the Map,Other specified inflammation of vagina and vulva,63029-611,77020
920,2016-09-14,Span,Elvis and Anabelle,"Prph tear of lat mensc, current injury, left knee, subs",0904-6348,468 82
876,2018-01-24,Bitwolf,Six Days,Apraxia following nontraumatic intracerebral hemorrhage,33992-3007,32-765
722,2020-08-20,Fintone,Pelle Svanslös,Disord of branched-chain amino-acid metab & fatty-acid metab,16590-860,
589,2019-05-08,Zoolab,Frailty,"Ped w convey injured in collision w 2/3-whl mv in traf, subs",98132-890,68-208
191,2016-01-24,Tin,"Flying Fleet, The","Oth extrartic fx low end r rad, subs for clos fx w nonunion",61328-003,259-0318
236,2017-10-04,Home Ing,Pee-wee's Big Adventure,Other congenital malformations of middle ear,0378-0181,22-304
70,2015-12-24,Domainer,Big Shot: Confessions of a Campus Bookie,"Nondisp fx of head of l rad, 7thF",55154-0459,26-242
22,2017-01-28,It,Suspended Animation,"Sltr-haris Type II physl fx upr end r fibula, 7thG",50580-257,
28,2016-03-10,Span,When Darkness Falls (När mörkret faller),"Unsp fx low end r femr, 7thH",49035-173,607676
569,2016-03-21,Mat Lam Tam,"Courtship of Eddie's Father, The",Leucocoria,60660-7781,5711
474,2017-09-16,Job,Struck by Lightning,Occup of 3-whl mv injured in clsn w rail trn/veh in traf,64942-1240,
271,2019-12-08,Solarbreeze,"Name for Evil, A","Tox eff of carb monx fr incmpl combst dmst fuel, undet, subs",54868-5140,
449,2015-12-14,Biodex,Frank and Ollie,"Gout due to renal impairment, wrist",13537-246,
573,2015-12-25,Alpha,Mabel at the Wheel,"Unspecified injury of blood vessel of right thumb, sequela",10812-416,143912
974,2018-04-22,Opela,"American Friend, The (Amerikanische Freund, Der)","Intentional self-harm by hunting rifle discharge, init",57955-5318,3832
31,2017-02-09,Bytecard,"Stranger, The","Adverse effect of mixed bact vaccines w/o a pertuss, sequela",41163-519,86800-000
511,2017-10-22,Duobam,Saint (Sint),"Burn of first degree of left thigh, sequela",57237-023,
986,2020-03-07,Toughjoyfax,Walk All Over Me,Retained (nonmagnetic) (old) foreign body in ant chamber,51393-7588,
464,2016-02-08,Tresom,Siberian Education (Educazione siberiana),"Other dislocation of left wrist and hand, initial encounter",59351-0316,37240
771,2016-09-19,Home Ing,"Happiness Is a Warm Blanket, Charlie Brown","Spondylopathy in diseases classd elswhr, cervical region",63323-320,9400
942,2016-09-25,Fix San,Ice Soldiers,"Sprain of sacroiliac joint, subsequent encounter",25021-207,
842,2020-01-25,Quo Lux,Stomp the Yard,"Postimmunization arthropathy, unspecified elbow",63940-664,
595,2018-09-09,Biodex,"Quiet Man, The","Oth osteoporosis w current pathological fracture, r low leg",30142-668,
322,2016-01-24,Flowdesk,"Falcon and the Snowman, The",Benign neoplasm of descending colon,52862-008,66-450
546,2018-03-05,Matsoft,"Blob, The","Wedge compression fracture of third thoracic vertebra, init",76439-210,
69,2015-10-19,Voltsillam,Five,"Solitary bone cyst, right tibia and fibula",59054-000,4415-928
186,2016-07-22,Tres-Zap,"Suddenly, Last Summer","Ac suppr otitis media w/o spon rupt ear drum, recur, r ear",60429-044,690880
649,2017-03-16,Tresom,Tremors 3: Back to Perfection,Mechanical entropion of eyelid,59779-470,
957,2018-08-02,Bigtax,"Back to the Garden, Flower Power Comes Full Circle","Retained (old) magnetic fb in iris or ciliary body, left eye",37808-516,
915,2018-07-13,Opela,Under Ten Flags,"Nondisp unsp condyle fx low end l femr, 7thQ",68634-0029,88540-000
980,2017-02-11,Bitwolf,"Three Musketeers, The",Other contact with mouse,10237-815,
149,2015-09-23,Daltfresh,Kitchen Party,Cannabis dependence with psychotic disorder,51815-217,7250
336,2017-11-21,Keylex,Union Station,Unsp car occupant injured in clsn w rail trn/veh in traf,63824-459,
240,2019-07-08,Hatity,Bernie,"Smith's fx unsp rad, subs for opn fx type 3A/B/C w nonunion",58232-0027,W91
971,2015-12-12,Cardify,Crackerjack,"Poisn by oth agents prim acting on the resp sys, acc, sqla",65649-431,20226
854,2020-06-22,Treeflex,Mr. Deeds Goes to Town,"Glaucoma secondary to eye inflammation, unsp eye, stage unsp",49884-677,AB56
5,2020-06-11,Y-Solowarm,Star Wars: Episode VI - Return of the Jedi,"Underdosing of enzymes, sequela",61722-206,
776,2016-07-19,Bytecard,Money as Debt,"Pnctr w fb of abd wall, left lower q w penet perit cav",13925-107,
983,2018-06-22,Zoolab,"Rudolph, the Red-Nosed Reindeer","Inj femoral vein at hip and thigh level, unsp leg, init",52343-038,K1B
105,2017-03-23,Mat Lam Tam,Herbie: Fully Loaded,Other subluxation of right radial head,59115-141,31110
869,2015-07-22,Latlux,Kurt Cobain About a Son,"Puncture wound w/o foreign body of left forearm, init encntr",42884-532,19714
593,2019-09-13,Viva,Camelot,"Unsp opn wnd l frnt wl of thorax w penet thor cavity, subs",59779-318,453380
78,2018-06-10,Opela,"Heat's On, The","Periodontal disease, unspecified",30142-959,
148,2016-02-27,Sonair,I Think I Love My Wife,Thyrotxcosis from ectopic thyroid tissue w thyrotoxic crisis,55154-8377,75587 CEDEX 12
494,2015-01-21,Fintone,"Men Who Made the Movies: Samuel Fuller, The",Injury of brachial plexus,52125-215,
544,2019-01-23,Stronghold,"Other Shore, The","Laceration of intercostal blood vessels, unspecified side",55249-2001,
182,2020-12-28,Zontrax,Blues Harp,"Prsn brd/alit hv veh injured in clsn w nonmtr vehicle, subs",42549-500,
266,2016-05-04,Domainer,Cloud Atlas,"Drug/chem diab with mild nonp rtnop w/o mclr edema, r eye",0078-0511,26300-000
36,2018-11-20,Konklab,"Grudge, The","Coagulation defect, unspecified",66794-012,65400-000
284,2015-07-01,Andalax,"Love Bug, The",Foodborne staphylococcal intoxication,52125-659,368580
697,2017-04-20,Pannier,"Split, The",Osteitis deformans of unspecified ankle and foot,66854-018,
946,2016-05-08,Redhold,Roadie,Displaced fracture of medial malleolus of right tibia,24208-486,3410
378,2015-07-02,Zathin,Diving In,"Unsp fx shaft of left fibula, subs for clos fx w delay heal",0069-2587,
215,2020-03-27,Flexidy,Come Live with Me,Idiopathic aseptic necrosis of right toe(s),24470-901,503-1305
755,2020-07-02,Stim,How the West Was Won,"Bitten by other hoof stock, sequela",10812-171,SY4
617,2016-04-03,Treeflex,All About My Mother (Todo sobre mi madre),"Strain msl/tnd lng flxr msl toe at ank/ft lev, l foot, subs",0074-3041,
991,2019-12-20,Tresom,House of Wax,"Chronic osteomyelitis w draining sinus, unsp ankle and foot",68788-9509,
316,2020-04-01,Domainer,Grandma's Boy,"Milt op involving unarmed hand to hand combat, milt, sequela",64117-121,
760,2017-10-11,Rank,Love & Pop,"Crushed betw sailboat and oth wtrcrft/obj due to clsn, init",58468-0040,9024
310,2019-10-30,Transcof,Throne of Blood (Kumonosu jô),"Abnormal findings on dx imaging of skull and head, NEC",49349-228,
540,2020-01-22,Regrant,Hereafter,"Subluxation of MTP joint of left lesser toe(s), init",57520-0739,91309 CEDEX
741,2019-12-09,Tempsoft,"Last of Sheila, The","Developmental disorder of scholastic skills, unspecified",42507-476,
26,2020-12-28,Sonair,All Mine to Give,Syphilis of liver and other viscera,64942-1093,
774,2020-07-23,Zaam-Dox,Wonder Woman,"Gestatnl diabetes in preg, ctrl by oral hypoglycemic drugs",59092-001,
810,2016-02-01,Duobam,Filmistaan,"Unsp fracture of right forearm, subs for clos fx w malunion",41250-204,
593,2018-07-28,Solarbreeze,Stacy's Knights,"Poisn by oth antieplptc and sed-hypntc drugs, assault, subs",24090-490,
827,2017-10-01,Tres-Zap,Michael the Brave (Mihai Viteazul),"Poisoning by tricyclic antidepressants, assault, subs encntr",68875-0103,41821
538,2019-12-07,Quo Lux,"Don Is Dead, The","Traumatic compartment syndrome of unsp up extrem, sequela",52125-426,
763,2016-07-30,Wrapsafe,"Beyond, The (E tu vivrai nel terrore - L'aldilà)","Burn of second degree of left elbow, subsequent encounter",0363-0706,
507,2020-05-07,Matsoft,"Punisher, The",Open wound of scalp,51770-112,
827,2017-08-18,Voyatouch,"Disappeared, The",Athscl nonaut bio bypass of r leg w ulcer of heel and midft,76070-120,839-1407
80,2017-08-29,Trippledex,Labyrinth,Breakdown (mechanical) of cardiac electrode,10671-021,
313,2020-01-04,Trippledex,Colour Me Kubrick: A True...ish Story,"Encounter for surveillance of contraceptives, unspecified",42549-577,
702,2018-12-15,Flexidy,18 Years Old and Rising (J'aime regarder les filles),Chronic gastric ulcer without hemorrhage or perforation,25021-454,
773,2019-04-12,Vagram,"Castaway Cowboy, The",Unspecified choroidal degeneration,42254-127,
661,2017-06-27,Redhold,Beyond the Valley of the Dolls,Congenital bronchiectasis,50523-488,
319,2018-07-01,Temp,Major Payne,Immunization not carried out because of patient refusal,36987-1648,
185,2015-03-05,Transcof,Eden of the East the Movie II: Paradise Lost (Higashi no Eden Gekijôban II: Paradise Lost),"Unspecified open wound, right hip",17089-295,34-211
600,2016-12-29,Stim,"Turning, The",Psychomotor deficit following other cerebrovascular disease,63824-740,
795,2016-11-30,Daltfresh,Tightrope,"Underdosing of unspecified narcotics, sequela",11822-0880,
726,2018-10-05,Y-Solowarm,"Squid and the Whale, The","Legal intervnt w injury by explosv shell, bystand inj, init",60681-3105,
56,2016-01-13,Fixflex,"Whales of August, The",Atopic neurodermatitis,51655-051,
242,2017-06-04,Fix San,Esa ja Vesa - auringonlaskun ratsastajat,"Melanocytic nevi of left upper limb, including shoulder",56062-163,5360-305
426,2018-01-07,Otcom,Plácido,"Displ spiral fx shaft of l tibia, 7thK",62874-005,747 53
246,2020-12-10,Cardify,Grease 2,"Surg instrumnt, matrl and physcl med devices assoc w incdt",55154-3680,2003
494,2017-08-16,Stronghold,Down Periscope,"Spinal enthesopathy, multiple sites in spine",49288-0653,368814
723,2016-08-17,Duobam,Branded,"Fall same lev fr slip/trip w strk agnst oth sharp obj, subs",29500-8050,2840-146
384,2019-07-17,Voltsillam,"Valley of Decision, The","Person outside car injured in collision w car nontraf, subs",62670-3754,
877,2017-02-06,Tampflex,What? (Che?),"Expsr to high air pressure from rapid descent in water, init",42549-492,76-248
162,2015-10-03,Gembucket,Desk Set,"Unsp comp of internal orthopedic prosth dev/grft, init",50436-4313,
8,2018-07-23,Asoka,"Moon in the Gutter, The (La lune dans le caniveau)","Nondisp fx of med condyle of l tibia, 7thK",68828-130,28540-000
420,2015-09-21,Domainer,Best Friends,"Maxillary fracture, left side, 7thG",57955-2760,
140,2017-05-28,Cookley,Manos: The Hands of Fate,"Insect bite (nonvenomous) of scrotum and testes, init encntr",52862-302,
178,2019-07-25,Job,Shout,"Nondisp fx of sternal end l clavicle, subs for fx w nonunion",30142-154,142191
717,2019-05-13,Sonsing,Wicked Little Things,Injury of digital nerve of thumb,65121-682,
103,2019-09-19,Fix San,Lightning in a Bottle,Malignant neoplasm of unspecified optic nerve,33261-415,
248,2020-01-04,Vagram,Mad About Mambo,"Oth osteopor w crnt path fx, r hand, subs for fx w nonunion",51285-406,S9H
126,2020-08-02,Sub-Ex,Are You Listening?,"External constriction of left index finger, subs encntr",55289-730,38260
159,2016-01-24,Matsoft,Godzilla and Mothra: The Battle for Earth (Gojira vs. Mosura),"Path fx in neopltc dis, r humerus, subs for fx w malunion",14537-966,98700-000
268,2016-08-15,Mat Lam Tam,Elektra,"Nondisp segmental fx shaft of humerus, left arm, sequela",52584-213,
869,2017-10-07,Holdlamis,Casanova,"Occupant of stcar injured in collisn/hit by roll stok, init",68400-109,
780,2019-12-07,Holdlamis,Zebraman,Laceration with foreign body of knee,36800-340,
746,2019-05-25,Flowdesk,Death Rides a Horse (Da uomo a uomo),"Lac w/o fb of abd wall, periumb rgn w penet perit cav, init",55154-6662,
757,2016-02-23,Y-Solowarm,Mad Dogs & Englishmen,Cerebral cryptococcosis,54868-3669,459 30
4,2017-12-08,Bigtax,Children On Their Birthdays,"Contusion of right ear, initial encounter",66336-843,
134,2017-10-10,Matsoft,"Family Friend, The (L'amico di famiglia)",Ventricular premature depolarization,49288-0602,
229,2020-08-02,Cardify,"Decline of the American Empire, The (Déclin de l'empire américain, Le)","Poisoning by antifungal antibiot, sys used, self-harm, subs",68084-779,503 53
300,2017-09-17,Zoolab,Beautiful City (Shah-re ziba),"Other juvenile arthritis, hand",49349-773,
989,2020-06-19,Cardguard,Léolo,"Displ suprcndl fx w intrcndl extn lower end of l femur, init",21695-624,4903
496,2019-01-05,Vagram,"Overbrook Brothers, The","Injury of trigeminal nerve, unspecified side, sequela",43269-685,1040
827,2016-09-07,Toughjoyfax,"Three Musketeers, The","Unsp injury of msl/tnd of back wall of thorax, init",49523-501,397608
831,2015-03-22,Rank,Confidence Girl,Diseases of the nervous system complicating the puerperium,42291-283,1360
331,2018-04-30,Zamit,Everybody's Got Somebody... Not Me,Laceration with foreign body of right wrist,55154-5494,75100 CEDEX 01
840,2015-12-23,Flowdesk,"Bicycle, Spoon, Apple (Bicicleta, cullera, poma)","Contact with sword or dagger, sequela",67296-0528,961 73
631,2018-02-09,Transcof,"Blue and the Gray, The",Pnctr w fb of r frnt wl of thorax w/o penet thoracic cavity,51346-190,
182,2017-10-08,Bitwolf,Stardust,Unspecified disp fx of surgical neck of left humerus,63629-3760,
974,2016-08-12,Zaam-Dox,"Facts of Life, The",Vis def/sptl nglct following cerebral infarction,0067-6344,55-340
891,2020-06-29,Greenlam,Hear No Evil,"Abrasion of left ring finger, subsequent encounter",15127-872,1750
688,2020-09-29,Alphazap,You Killed Me First,"Mech compl of unsp cardiac and vasc devices and implnt, init",56062-302,
163,2015-08-09,Namfix,Autumn in New York,"Other reactive arthropathies, left shoulder",66382-515,8934
817,2016-09-11,Pannier,Tyler Perry's Madea's Witness Protection,"Burn of unspecified degree of lower back, initial encounter",59535-3301,50546
681,2019-03-28,Y-find,Here Comes the Boom,Varicose veins of r low extrem w ulcer oth part of lower leg,0409-7953,8600
772,2019-06-25,Bamity,Pussy Riot: A Punk Prayer,"Esophagitis, unspecified",0172-3762,
763,2018-01-19,Pannier,"Magic of Belle Isle, The",High risk heterosexual behavior,63148-558,
121,2015-10-18,Quo Lux,Somewhere in the City,"Bipolar disorder, in full remis, most recent episode mixed",48951-8243,
361,2020-01-17,Sonair,Kabhi Haan Kabhi Naa,"Transient synovitis, knee",61715-073,
30,2018-06-11,It,In My Skin (Dans ma Peau),"Other bursitis, not elsewhere classified, left hand",10237-800,
885,2015-07-02,Namfix,End Game,Other cataract,58118-0707,
549,2015-01-13,Tres-Zap,Wild Hearts Can't Be Broken,"Wear of artic bearing surface of unsp int prosth joint, subs",60760-625,
584,2018-08-21,Trippledex,"Rookie, The","Pressure ulcer of left elbow, stage 1",11509-0372,
21,2015-09-10,Daltfresh,Only God Forgives,Open bite of toe with damage to nail,0409-2988,5105
101,2015-11-09,Solarbreeze,"Frighteners, The","Other specified joint disorders, right wrist",0642-0077,5850
445,2016-09-11,Tin,The Smiling Ghost,"Corros unsp deg mult sites of left shldr/up lmb, ex wrs/hnd",54569-0650,
579,2017-08-25,Konklab,Zulu,Myopathy in diseases classified elsewhere,44087-2011,446168
260,2018-09-10,Hatity,Just the Ticket,Other sprain of unspecified finger,59779-901,
270,2019-01-03,Zontrax,Boy Upside Down,"Other juvenile arthritis, right hip",49349-665,
649,2016-01-22,Konklux,Roman,"Person outsd bus inj pick-up truck, pk-up/van in traf, init",57664-155,
380,2020-02-04,Namfix,Sleepwalkers,"Corrosion of unspecified degree of left elbow, init encntr",37205-952,
10,2017-06-19,Overhold,"Cost of Living, The (Le coût de la vie)","Open bite, left elbow, initial encounter",76446-003,
541,2017-04-19,Bitchip,Think Like a Man,"Lead-induced chronic gout, unspecified knee",50804-109,
951,2018-02-20,Tin,Hellgate,"Corrosion of third degree of unspecified axilla, init encntr",37205-731,142609
437,2016-08-15,Zoolab,Kommissarie Späck,"Other skateboard accident, initial encounter",0591-3137,9400
37,2018-03-15,Span,Exodus,"Contracture, unspecified ankle",68047-129,
